,HCPID,Trial,TrialType,BlockType
1473,108121_fnca,1,Reward,MostlyReward
1474,108121_fnca,2,Reward,MostlyReward
1475,108121_fnca,3,Punishment,MostlyReward
1476,108121_fnca,4,Reward,MostlyReward
1477,108121_fnca,5,Reward,MostlyReward
1478,108121_fnca,6,Reward,MostlyReward
1479,108121_fnca,7,Neutral,MostlyReward
1480,108121_fnca,8,Reward,MostlyReward
1481,108121_fnca,10,Reward,MostlyPunishment
1482,108121_fnca,11,Punishment,MostlyPunishment
1483,108121_fnca,12,Punishment,MostlyPunishment
1484,108121_fnca,13,Punishment,MostlyPunishment
1485,108121_fnca,14,Neutral,MostlyPunishment
1486,108121_fnca,15,Punishment,MostlyPunishment
1487,108121_fnca,16,Punishment,MostlyPunishment
1488,108121_fnca,17,Punishment,MostlyPunishment
1489,108121_fnca,19,Punishment,MostlyPunishment
1490,108121_fnca,20,Punishment,MostlyPunishment
1491,108121_fnca,21,Punishment,MostlyPunishment
1492,108121_fnca,22,Neutral,MostlyPunishment
1493,108121_fnca,23,Punishment,MostlyPunishment
1494,108121_fnca,24,Neutral,MostlyPunishment
1495,108121_fnca,25,Punishment,MostlyPunishment
1496,108121_fnca,26,Punishment,MostlyPunishment
1497,108121_fnca,28,Reward,MostlyReward
1498,108121_fnca,29,Reward,MostlyReward
1499,108121_fnca,30,Punishment,MostlyReward
1500,108121_fnca,31,Reward,MostlyReward
1501,108121_fnca,32,Punishment,MostlyReward
1502,108121_fnca,33,Reward,MostlyReward
1503,108121_fnca,34,Reward,MostlyReward
1504,108121_fnca,35,Reward,MostlyReward
1505,108121_fnca,1,Punishment,MostlyPunishment
1506,108121_fnca,2,Punishment,MostlyPunishment
1507,108121_fnca,3,Reward,MostlyPunishment
1508,108121_fnca,4,Punishment,MostlyPunishment
1509,108121_fnca,5,Reward,MostlyPunishment
1510,108121_fnca,6,Punishment,MostlyPunishment
1511,108121_fnca,7,Punishment,MostlyPunishment
1512,108121_fnca,8,Punishment,MostlyPunishment
1513,108121_fnca,10,Reward,MostlyReward
1514,108121_fnca,11,Neutral,MostlyReward
1515,108121_fnca,12,Reward,MostlyReward
1516,108121_fnca,13,Reward,MostlyReward
1517,108121_fnca,14,Reward,MostlyReward
1518,108121_fnca,15,Reward,MostlyReward
1519,108121_fnca,16,Neutral,MostlyReward
1520,108121_fnca,17,Reward,MostlyReward
1521,108121_fnca,19,Punishment,MostlyPunishment
1522,108121_fnca,20,Punishment,MostlyPunishment
1523,108121_fnca,21,Reward,MostlyPunishment
1524,108121_fnca,22,Punishment,MostlyPunishment
1525,108121_fnca,23,Reward,MostlyPunishment
1526,108121_fnca,24,Punishment,MostlyPunishment
1527,108121_fnca,25,Punishment,MostlyPunishment
1528,108121_fnca,26,Punishment,MostlyPunishment
1529,108121_fnca,28,Reward,MostlyReward
1530,108121_fnca,29,Reward,MostlyReward
1531,108121_fnca,30,Punishment,MostlyReward
1532,108121_fnca,31,Reward,MostlyReward
1533,108121_fnca,32,Punishment,MostlyReward
1534,108121_fnca,33,Reward,MostlyReward
1535,108121_fnca,34,Reward,MostlyReward
1536,108121_fnca,35,Reward,MostlyReward
