,HCPID,Trial,TrialType,BlockType
11457,172332_fnca,1,Reward,MostlyReward
11458,172332_fnca,2,Reward,MostlyReward
11459,172332_fnca,3,Punishment,MostlyReward
11460,172332_fnca,4,Reward,MostlyReward
11461,172332_fnca,5,Reward,MostlyReward
11462,172332_fnca,6,Reward,MostlyReward
11463,172332_fnca,7,Neutral,MostlyReward
11464,172332_fnca,8,Reward,MostlyReward
11465,172332_fnca,10,Reward,MostlyPunishment
11466,172332_fnca,11,Punishment,MostlyPunishment
11467,172332_fnca,12,Punishment,MostlyPunishment
11468,172332_fnca,13,Punishment,MostlyPunishment
11469,172332_fnca,14,Neutral,MostlyPunishment
11470,172332_fnca,15,Punishment,MostlyPunishment
11471,172332_fnca,16,Punishment,MostlyPunishment
11472,172332_fnca,17,Punishment,MostlyPunishment
11473,172332_fnca,19,Punishment,MostlyPunishment
11474,172332_fnca,20,Punishment,MostlyPunishment
11475,172332_fnca,21,Punishment,MostlyPunishment
11476,172332_fnca,22,Neutral,MostlyPunishment
11477,172332_fnca,23,Punishment,MostlyPunishment
11478,172332_fnca,24,Neutral,MostlyPunishment
11479,172332_fnca,25,Punishment,MostlyPunishment
11480,172332_fnca,26,Punishment,MostlyPunishment
11481,172332_fnca,28,Reward,MostlyReward
11482,172332_fnca,29,Reward,MostlyReward
11483,172332_fnca,30,Punishment,MostlyReward
11484,172332_fnca,31,Reward,MostlyReward
11485,172332_fnca,32,Punishment,MostlyReward
11486,172332_fnca,33,Reward,MostlyReward
11487,172332_fnca,34,Reward,MostlyReward
11488,172332_fnca,35,Reward,MostlyReward
11489,172332_fnca,1,Punishment,MostlyPunishment
11490,172332_fnca,2,Punishment,MostlyPunishment
11491,172332_fnca,3,Reward,MostlyPunishment
11492,172332_fnca,4,Punishment,MostlyPunishment
11493,172332_fnca,5,Reward,MostlyPunishment
11494,172332_fnca,6,Punishment,MostlyPunishment
11495,172332_fnca,7,Punishment,MostlyPunishment
11496,172332_fnca,8,Punishment,MostlyPunishment
11497,172332_fnca,10,Reward,MostlyReward
11498,172332_fnca,11,Neutral,MostlyReward
11499,172332_fnca,12,Reward,MostlyReward
11500,172332_fnca,13,Reward,MostlyReward
11501,172332_fnca,14,Reward,MostlyReward
11502,172332_fnca,15,Reward,MostlyReward
11503,172332_fnca,16,Neutral,MostlyReward
11504,172332_fnca,17,Reward,MostlyReward
11505,172332_fnca,19,Punishment,MostlyPunishment
11506,172332_fnca,20,Punishment,MostlyPunishment
11507,172332_fnca,21,Reward,MostlyPunishment
11508,172332_fnca,22,Punishment,MostlyPunishment
11509,172332_fnca,23,Reward,MostlyPunishment
11510,172332_fnca,24,Punishment,MostlyPunishment
11511,172332_fnca,25,Punishment,MostlyPunishment
11512,172332_fnca,26,Punishment,MostlyPunishment
11513,172332_fnca,28,Reward,MostlyReward
11514,172332_fnca,29,Reward,MostlyReward
11515,172332_fnca,30,Punishment,MostlyReward
11516,172332_fnca,31,Reward,MostlyReward
11517,172332_fnca,32,Punishment,MostlyReward
11518,172332_fnca,33,Reward,MostlyReward
11519,172332_fnca,34,Reward,MostlyReward
11520,172332_fnca,35,Reward,MostlyReward
