,HCPID,Trial,TrialType,BlockType
4865,132118_fnca,1,Reward,MostlyReward
4866,132118_fnca,2,Reward,MostlyReward
4867,132118_fnca,3,Punishment,MostlyReward
4868,132118_fnca,4,Reward,MostlyReward
4869,132118_fnca,5,Reward,MostlyReward
4870,132118_fnca,6,Reward,MostlyReward
4871,132118_fnca,7,Neutral,MostlyReward
4872,132118_fnca,8,Reward,MostlyReward
4873,132118_fnca,10,Reward,MostlyPunishment
4874,132118_fnca,11,Punishment,MostlyPunishment
4875,132118_fnca,12,Punishment,MostlyPunishment
4876,132118_fnca,13,Punishment,MostlyPunishment
4877,132118_fnca,14,Neutral,MostlyPunishment
4878,132118_fnca,15,Punishment,MostlyPunishment
4879,132118_fnca,16,Punishment,MostlyPunishment
4880,132118_fnca,17,Punishment,MostlyPunishment
4881,132118_fnca,19,Punishment,MostlyPunishment
4882,132118_fnca,20,Punishment,MostlyPunishment
4883,132118_fnca,21,Punishment,MostlyPunishment
4884,132118_fnca,22,Neutral,MostlyPunishment
4885,132118_fnca,23,Punishment,MostlyPunishment
4886,132118_fnca,24,Neutral,MostlyPunishment
4887,132118_fnca,25,Punishment,MostlyPunishment
4888,132118_fnca,26,Punishment,MostlyPunishment
4889,132118_fnca,28,Reward,MostlyReward
4890,132118_fnca,29,Reward,MostlyReward
4891,132118_fnca,30,Punishment,MostlyReward
4892,132118_fnca,31,Reward,MostlyReward
4893,132118_fnca,32,Punishment,MostlyReward
4894,132118_fnca,33,Reward,MostlyReward
4895,132118_fnca,34,Reward,MostlyReward
4896,132118_fnca,35,Reward,MostlyReward
4897,132118_fnca,1,Punishment,MostlyPunishment
4898,132118_fnca,2,Punishment,MostlyPunishment
4899,132118_fnca,3,Reward,MostlyPunishment
4900,132118_fnca,4,Punishment,MostlyPunishment
4901,132118_fnca,5,Reward,MostlyPunishment
4902,132118_fnca,6,Punishment,MostlyPunishment
4903,132118_fnca,7,Punishment,MostlyPunishment
4904,132118_fnca,8,Punishment,MostlyPunishment
4905,132118_fnca,10,Reward,MostlyReward
4906,132118_fnca,11,Neutral,MostlyReward
4907,132118_fnca,12,Reward,MostlyReward
4908,132118_fnca,13,Reward,MostlyReward
4909,132118_fnca,14,Reward,MostlyReward
4910,132118_fnca,15,Reward,MostlyReward
4911,132118_fnca,16,Neutral,MostlyReward
4912,132118_fnca,17,Reward,MostlyReward
4913,132118_fnca,19,Punishment,MostlyPunishment
4914,132118_fnca,20,Punishment,MostlyPunishment
4915,132118_fnca,21,Reward,MostlyPunishment
4916,132118_fnca,22,Punishment,MostlyPunishment
4917,132118_fnca,23,Reward,MostlyPunishment
4918,132118_fnca,24,Punishment,MostlyPunishment
4919,132118_fnca,25,Punishment,MostlyPunishment
4920,132118_fnca,26,Punishment,MostlyPunishment
4921,132118_fnca,28,Reward,MostlyReward
4922,132118_fnca,29,Reward,MostlyReward
4923,132118_fnca,30,Punishment,MostlyReward
4924,132118_fnca,31,Reward,MostlyReward
4925,132118_fnca,32,Punishment,MostlyReward
4926,132118_fnca,33,Reward,MostlyReward
4927,132118_fnca,34,Reward,MostlyReward
4928,132118_fnca,35,Reward,MostlyReward
