,HCPID,Trial,TrialType,BlockType
9601,161630_fnca,1,Reward,MostlyReward
9602,161630_fnca,2,Reward,MostlyReward
9603,161630_fnca,3,Punishment,MostlyReward
9604,161630_fnca,4,Reward,MostlyReward
9605,161630_fnca,5,Reward,MostlyReward
9606,161630_fnca,6,Reward,MostlyReward
9607,161630_fnca,7,Neutral,MostlyReward
9608,161630_fnca,8,Reward,MostlyReward
9609,161630_fnca,10,Reward,MostlyPunishment
9610,161630_fnca,11,Punishment,MostlyPunishment
9611,161630_fnca,12,Punishment,MostlyPunishment
9612,161630_fnca,13,Punishment,MostlyPunishment
9613,161630_fnca,14,Neutral,MostlyPunishment
9614,161630_fnca,15,Punishment,MostlyPunishment
9615,161630_fnca,16,Punishment,MostlyPunishment
9616,161630_fnca,17,Punishment,MostlyPunishment
9617,161630_fnca,19,Punishment,MostlyPunishment
9618,161630_fnca,20,Punishment,MostlyPunishment
9619,161630_fnca,21,Punishment,MostlyPunishment
9620,161630_fnca,22,Neutral,MostlyPunishment
9621,161630_fnca,23,Punishment,MostlyPunishment
9622,161630_fnca,24,Neutral,MostlyPunishment
9623,161630_fnca,25,Punishment,MostlyPunishment
9624,161630_fnca,26,Punishment,MostlyPunishment
9625,161630_fnca,28,Reward,MostlyReward
9626,161630_fnca,29,Reward,MostlyReward
9627,161630_fnca,30,Punishment,MostlyReward
9628,161630_fnca,31,Reward,MostlyReward
9629,161630_fnca,32,Punishment,MostlyReward
9630,161630_fnca,33,Reward,MostlyReward
9631,161630_fnca,34,Reward,MostlyReward
9632,161630_fnca,35,Reward,MostlyReward
9633,161630_fnca,1,Punishment,MostlyPunishment
9634,161630_fnca,2,Punishment,MostlyPunishment
9635,161630_fnca,3,Reward,MostlyPunishment
9636,161630_fnca,4,Punishment,MostlyPunishment
9637,161630_fnca,5,Reward,MostlyPunishment
9638,161630_fnca,6,Punishment,MostlyPunishment
9639,161630_fnca,7,Punishment,MostlyPunishment
9640,161630_fnca,8,Punishment,MostlyPunishment
9641,161630_fnca,10,Reward,MostlyReward
9642,161630_fnca,11,Neutral,MostlyReward
9643,161630_fnca,12,Reward,MostlyReward
9644,161630_fnca,13,Reward,MostlyReward
9645,161630_fnca,14,Reward,MostlyReward
9646,161630_fnca,15,Reward,MostlyReward
9647,161630_fnca,16,Neutral,MostlyReward
9648,161630_fnca,17,Reward,MostlyReward
9649,161630_fnca,19,Punishment,MostlyPunishment
9650,161630_fnca,20,Punishment,MostlyPunishment
9651,161630_fnca,21,Reward,MostlyPunishment
9652,161630_fnca,22,Punishment,MostlyPunishment
9653,161630_fnca,23,Reward,MostlyPunishment
9654,161630_fnca,24,Punishment,MostlyPunishment
9655,161630_fnca,25,Punishment,MostlyPunishment
9656,161630_fnca,26,Punishment,MostlyPunishment
9657,161630_fnca,28,Reward,MostlyReward
9658,161630_fnca,29,Reward,MostlyReward
9659,161630_fnca,30,Punishment,MostlyReward
9660,161630_fnca,31,Reward,MostlyReward
9661,161630_fnca,32,Punishment,MostlyReward
9662,161630_fnca,33,Reward,MostlyReward
9663,161630_fnca,34,Reward,MostlyReward
9664,161630_fnca,35,Reward,MostlyReward
