,HCPID,Trial,TrialType,BlockType
5441,136227_fnca,1,Reward,MostlyReward
5442,136227_fnca,2,Reward,MostlyReward
5443,136227_fnca,3,Punishment,MostlyReward
5444,136227_fnca,4,Reward,MostlyReward
5445,136227_fnca,5,Reward,MostlyReward
5446,136227_fnca,6,Reward,MostlyReward
5447,136227_fnca,7,Neutral,MostlyReward
5448,136227_fnca,8,Reward,MostlyReward
5449,136227_fnca,10,Reward,MostlyPunishment
5450,136227_fnca,11,Punishment,MostlyPunishment
5451,136227_fnca,12,Punishment,MostlyPunishment
5452,136227_fnca,13,Punishment,MostlyPunishment
5453,136227_fnca,14,Neutral,MostlyPunishment
5454,136227_fnca,15,Punishment,MostlyPunishment
5455,136227_fnca,16,Punishment,MostlyPunishment
5456,136227_fnca,17,Punishment,MostlyPunishment
5457,136227_fnca,19,Punishment,MostlyPunishment
5458,136227_fnca,20,Punishment,MostlyPunishment
5459,136227_fnca,21,Punishment,MostlyPunishment
5460,136227_fnca,22,Neutral,MostlyPunishment
5461,136227_fnca,23,Punishment,MostlyPunishment
5462,136227_fnca,24,Neutral,MostlyPunishment
5463,136227_fnca,25,Punishment,MostlyPunishment
5464,136227_fnca,26,Punishment,MostlyPunishment
5465,136227_fnca,28,Reward,MostlyReward
5466,136227_fnca,29,Reward,MostlyReward
5467,136227_fnca,30,Punishment,MostlyReward
5468,136227_fnca,31,Reward,MostlyReward
5469,136227_fnca,32,Punishment,MostlyReward
5470,136227_fnca,33,Reward,MostlyReward
5471,136227_fnca,34,Reward,MostlyReward
5472,136227_fnca,35,Reward,MostlyReward
5473,136227_fnca,1,Punishment,MostlyPunishment
5474,136227_fnca,2,Punishment,MostlyPunishment
5475,136227_fnca,3,Reward,MostlyPunishment
5476,136227_fnca,4,Punishment,MostlyPunishment
5477,136227_fnca,5,Reward,MostlyPunishment
5478,136227_fnca,6,Punishment,MostlyPunishment
5479,136227_fnca,7,Punishment,MostlyPunishment
5480,136227_fnca,8,Punishment,MostlyPunishment
5481,136227_fnca,10,Reward,MostlyReward
5482,136227_fnca,11,Neutral,MostlyReward
5483,136227_fnca,12,Reward,MostlyReward
5484,136227_fnca,13,Reward,MostlyReward
5485,136227_fnca,14,Reward,MostlyReward
5486,136227_fnca,15,Reward,MostlyReward
5487,136227_fnca,16,Neutral,MostlyReward
5488,136227_fnca,17,Reward,MostlyReward
5489,136227_fnca,19,Punishment,MostlyPunishment
5490,136227_fnca,20,Punishment,MostlyPunishment
5491,136227_fnca,21,Reward,MostlyPunishment
5492,136227_fnca,22,Punishment,MostlyPunishment
5493,136227_fnca,23,Reward,MostlyPunishment
5494,136227_fnca,24,Punishment,MostlyPunishment
5495,136227_fnca,25,Punishment,MostlyPunishment
5496,136227_fnca,26,Punishment,MostlyPunishment
5497,136227_fnca,28,Reward,MostlyReward
5498,136227_fnca,29,Reward,MostlyReward
5499,136227_fnca,30,Punishment,MostlyReward
5500,136227_fnca,31,Reward,MostlyReward
5501,136227_fnca,32,Punishment,MostlyReward
5502,136227_fnca,33,Reward,MostlyReward
5503,136227_fnca,34,Reward,MostlyReward
5504,136227_fnca,35,Reward,MostlyReward
