,HCPID,Trial,TrialType,BlockType
2817,118528_fnca,1,Reward,MostlyReward
2818,118528_fnca,2,Reward,MostlyReward
2819,118528_fnca,3,Punishment,MostlyReward
2820,118528_fnca,4,Reward,MostlyReward
2821,118528_fnca,5,Reward,MostlyReward
2822,118528_fnca,6,Reward,MostlyReward
2823,118528_fnca,7,Neutral,MostlyReward
2824,118528_fnca,8,Reward,MostlyReward
2825,118528_fnca,10,Reward,MostlyPunishment
2826,118528_fnca,11,Punishment,MostlyPunishment
2827,118528_fnca,12,Punishment,MostlyPunishment
2828,118528_fnca,13,Punishment,MostlyPunishment
2829,118528_fnca,14,Neutral,MostlyPunishment
2830,118528_fnca,15,Punishment,MostlyPunishment
2831,118528_fnca,16,Punishment,MostlyPunishment
2832,118528_fnca,17,Punishment,MostlyPunishment
2833,118528_fnca,19,Punishment,MostlyPunishment
2834,118528_fnca,20,Punishment,MostlyPunishment
2835,118528_fnca,21,Punishment,MostlyPunishment
2836,118528_fnca,22,Neutral,MostlyPunishment
2837,118528_fnca,23,Punishment,MostlyPunishment
2838,118528_fnca,24,Neutral,MostlyPunishment
2839,118528_fnca,25,Punishment,MostlyPunishment
2840,118528_fnca,26,Punishment,MostlyPunishment
2841,118528_fnca,28,Reward,MostlyReward
2842,118528_fnca,29,Reward,MostlyReward
2843,118528_fnca,30,Punishment,MostlyReward
2844,118528_fnca,31,Reward,MostlyReward
2845,118528_fnca,32,Punishment,MostlyReward
2846,118528_fnca,33,Reward,MostlyReward
2847,118528_fnca,34,Reward,MostlyReward
2848,118528_fnca,35,Reward,MostlyReward
2849,118528_fnca,1,Punishment,MostlyPunishment
2850,118528_fnca,2,Punishment,MostlyPunishment
2851,118528_fnca,3,Reward,MostlyPunishment
2852,118528_fnca,4,Punishment,MostlyPunishment
2853,118528_fnca,5,Reward,MostlyPunishment
2854,118528_fnca,6,Punishment,MostlyPunishment
2855,118528_fnca,7,Punishment,MostlyPunishment
2856,118528_fnca,8,Punishment,MostlyPunishment
2857,118528_fnca,10,Reward,MostlyReward
2858,118528_fnca,11,Neutral,MostlyReward
2859,118528_fnca,12,Reward,MostlyReward
2860,118528_fnca,13,Reward,MostlyReward
2861,118528_fnca,14,Reward,MostlyReward
2862,118528_fnca,15,Reward,MostlyReward
2863,118528_fnca,16,Neutral,MostlyReward
2864,118528_fnca,17,Reward,MostlyReward
2865,118528_fnca,19,Punishment,MostlyPunishment
2866,118528_fnca,20,Punishment,MostlyPunishment
2867,118528_fnca,21,Reward,MostlyPunishment
2868,118528_fnca,22,Punishment,MostlyPunishment
2869,118528_fnca,23,Reward,MostlyPunishment
2870,118528_fnca,24,Punishment,MostlyPunishment
2871,118528_fnca,25,Punishment,MostlyPunishment
2872,118528_fnca,26,Punishment,MostlyPunishment
2873,118528_fnca,28,Reward,MostlyReward
2874,118528_fnca,29,Reward,MostlyReward
2875,118528_fnca,30,Punishment,MostlyReward
2876,118528_fnca,31,Reward,MostlyReward
2877,118528_fnca,32,Punishment,MostlyReward
2878,118528_fnca,33,Reward,MostlyReward
2879,118528_fnca,34,Reward,MostlyReward
2880,118528_fnca,35,Reward,MostlyReward
