,HCPID,Trial,TrialType,BlockType
8385,154734_fnca,1,Reward,MostlyReward
8386,154734_fnca,2,Reward,MostlyReward
8387,154734_fnca,3,Punishment,MostlyReward
8388,154734_fnca,4,Reward,MostlyReward
8389,154734_fnca,5,Reward,MostlyReward
8390,154734_fnca,6,Reward,MostlyReward
8391,154734_fnca,7,Neutral,MostlyReward
8392,154734_fnca,8,Reward,MostlyReward
8393,154734_fnca,10,Reward,MostlyPunishment
8394,154734_fnca,11,Punishment,MostlyPunishment
8395,154734_fnca,12,Punishment,MostlyPunishment
8396,154734_fnca,13,Punishment,MostlyPunishment
8397,154734_fnca,14,Neutral,MostlyPunishment
8398,154734_fnca,15,Punishment,MostlyPunishment
8399,154734_fnca,16,Punishment,MostlyPunishment
8400,154734_fnca,17,Punishment,MostlyPunishment
8401,154734_fnca,19,Punishment,MostlyPunishment
8402,154734_fnca,20,Punishment,MostlyPunishment
8403,154734_fnca,21,Punishment,MostlyPunishment
8404,154734_fnca,22,Neutral,MostlyPunishment
8405,154734_fnca,23,Punishment,MostlyPunishment
8406,154734_fnca,24,Neutral,MostlyPunishment
8407,154734_fnca,25,Punishment,MostlyPunishment
8408,154734_fnca,26,Punishment,MostlyPunishment
8409,154734_fnca,28,Reward,MostlyReward
8410,154734_fnca,29,Reward,MostlyReward
8411,154734_fnca,30,Punishment,MostlyReward
8412,154734_fnca,31,Reward,MostlyReward
8413,154734_fnca,32,Punishment,MostlyReward
8414,154734_fnca,33,Reward,MostlyReward
8415,154734_fnca,34,Reward,MostlyReward
8416,154734_fnca,35,Reward,MostlyReward
8417,154734_fnca,1,Punishment,MostlyPunishment
8418,154734_fnca,2,Punishment,MostlyPunishment
8419,154734_fnca,3,Reward,MostlyPunishment
8420,154734_fnca,4,Punishment,MostlyPunishment
8421,154734_fnca,5,Reward,MostlyPunishment
8422,154734_fnca,6,Punishment,MostlyPunishment
8423,154734_fnca,7,Punishment,MostlyPunishment
8424,154734_fnca,8,Punishment,MostlyPunishment
8425,154734_fnca,10,Reward,MostlyReward
8426,154734_fnca,11,Neutral,MostlyReward
8427,154734_fnca,12,Reward,MostlyReward
8428,154734_fnca,13,Reward,MostlyReward
8429,154734_fnca,14,Reward,MostlyReward
8430,154734_fnca,15,Reward,MostlyReward
8431,154734_fnca,16,Neutral,MostlyReward
8432,154734_fnca,17,Reward,MostlyReward
8433,154734_fnca,19,Punishment,MostlyPunishment
8434,154734_fnca,20,Punishment,MostlyPunishment
8435,154734_fnca,21,Reward,MostlyPunishment
8436,154734_fnca,22,Punishment,MostlyPunishment
8437,154734_fnca,23,Reward,MostlyPunishment
8438,154734_fnca,24,Punishment,MostlyPunishment
8439,154734_fnca,25,Punishment,MostlyPunishment
8440,154734_fnca,26,Punishment,MostlyPunishment
8441,154734_fnca,28,Reward,MostlyReward
8442,154734_fnca,29,Reward,MostlyReward
8443,154734_fnca,30,Punishment,MostlyReward
8444,154734_fnca,31,Reward,MostlyReward
8445,154734_fnca,32,Punishment,MostlyReward
8446,154734_fnca,33,Reward,MostlyReward
8447,154734_fnca,34,Reward,MostlyReward
8448,154734_fnca,35,Reward,MostlyReward
