,HCPID,Trial,TrialType,BlockType
6593,144226_fnca,1,Reward,MostlyReward
6594,144226_fnca,2,Reward,MostlyReward
6595,144226_fnca,3,Punishment,MostlyReward
6596,144226_fnca,4,Reward,MostlyReward
6597,144226_fnca,5,Reward,MostlyReward
6598,144226_fnca,6,Reward,MostlyReward
6599,144226_fnca,7,Neutral,MostlyReward
6600,144226_fnca,8,Reward,MostlyReward
6601,144226_fnca,10,Reward,MostlyPunishment
6602,144226_fnca,11,Punishment,MostlyPunishment
6603,144226_fnca,12,Punishment,MostlyPunishment
6604,144226_fnca,13,Punishment,MostlyPunishment
6605,144226_fnca,14,Neutral,MostlyPunishment
6606,144226_fnca,15,Punishment,MostlyPunishment
6607,144226_fnca,16,Punishment,MostlyPunishment
6608,144226_fnca,17,Punishment,MostlyPunishment
6609,144226_fnca,19,Punishment,MostlyPunishment
6610,144226_fnca,20,Punishment,MostlyPunishment
6611,144226_fnca,21,Punishment,MostlyPunishment
6612,144226_fnca,22,Neutral,MostlyPunishment
6613,144226_fnca,23,Punishment,MostlyPunishment
6614,144226_fnca,24,Neutral,MostlyPunishment
6615,144226_fnca,25,Punishment,MostlyPunishment
6616,144226_fnca,26,Punishment,MostlyPunishment
6617,144226_fnca,28,Reward,MostlyReward
6618,144226_fnca,29,Reward,MostlyReward
6619,144226_fnca,30,Punishment,MostlyReward
6620,144226_fnca,31,Reward,MostlyReward
6621,144226_fnca,32,Punishment,MostlyReward
6622,144226_fnca,33,Reward,MostlyReward
6623,144226_fnca,34,Reward,MostlyReward
6624,144226_fnca,35,Reward,MostlyReward
6625,144226_fnca,1,Punishment,MostlyPunishment
6626,144226_fnca,2,Punishment,MostlyPunishment
6627,144226_fnca,3,Reward,MostlyPunishment
6628,144226_fnca,4,Punishment,MostlyPunishment
6629,144226_fnca,5,Reward,MostlyPunishment
6630,144226_fnca,6,Punishment,MostlyPunishment
6631,144226_fnca,7,Punishment,MostlyPunishment
6632,144226_fnca,8,Punishment,MostlyPunishment
6633,144226_fnca,10,Reward,MostlyReward
6634,144226_fnca,11,Neutral,MostlyReward
6635,144226_fnca,12,Reward,MostlyReward
6636,144226_fnca,13,Reward,MostlyReward
6637,144226_fnca,14,Reward,MostlyReward
6638,144226_fnca,15,Reward,MostlyReward
6639,144226_fnca,16,Neutral,MostlyReward
6640,144226_fnca,17,Reward,MostlyReward
6641,144226_fnca,19,Punishment,MostlyPunishment
6642,144226_fnca,20,Punishment,MostlyPunishment
6643,144226_fnca,21,Reward,MostlyPunishment
6644,144226_fnca,22,Punishment,MostlyPunishment
6645,144226_fnca,23,Reward,MostlyPunishment
6646,144226_fnca,24,Punishment,MostlyPunishment
6647,144226_fnca,25,Punishment,MostlyPunishment
6648,144226_fnca,26,Punishment,MostlyPunishment
6649,144226_fnca,28,Reward,MostlyReward
6650,144226_fnca,29,Reward,MostlyReward
6651,144226_fnca,30,Punishment,MostlyReward
6652,144226_fnca,31,Reward,MostlyReward
6653,144226_fnca,32,Punishment,MostlyReward
6654,144226_fnca,33,Reward,MostlyReward
6655,144226_fnca,34,Reward,MostlyReward
6656,144226_fnca,35,Reward,MostlyReward
