,HCPID,Trial,TrialType,BlockType
2753,117324_fnca,1,Reward,MostlyReward
2754,117324_fnca,2,Reward,MostlyReward
2755,117324_fnca,3,Punishment,MostlyReward
2756,117324_fnca,4,Reward,MostlyReward
2757,117324_fnca,5,Reward,MostlyReward
2758,117324_fnca,6,Reward,MostlyReward
2759,117324_fnca,7,Neutral,MostlyReward
2760,117324_fnca,8,Reward,MostlyReward
2761,117324_fnca,10,Reward,MostlyPunishment
2762,117324_fnca,11,Punishment,MostlyPunishment
2763,117324_fnca,12,Punishment,MostlyPunishment
2764,117324_fnca,13,Punishment,MostlyPunishment
2765,117324_fnca,14,Neutral,MostlyPunishment
2766,117324_fnca,15,Punishment,MostlyPunishment
2767,117324_fnca,16,Punishment,MostlyPunishment
2768,117324_fnca,17,Punishment,MostlyPunishment
2769,117324_fnca,19,Punishment,MostlyPunishment
2770,117324_fnca,20,Punishment,MostlyPunishment
2771,117324_fnca,21,Punishment,MostlyPunishment
2772,117324_fnca,22,Neutral,MostlyPunishment
2773,117324_fnca,23,Punishment,MostlyPunishment
2774,117324_fnca,24,Neutral,MostlyPunishment
2775,117324_fnca,25,Punishment,MostlyPunishment
2776,117324_fnca,26,Punishment,MostlyPunishment
2777,117324_fnca,28,Reward,MostlyReward
2778,117324_fnca,29,Reward,MostlyReward
2779,117324_fnca,30,Punishment,MostlyReward
2780,117324_fnca,31,Reward,MostlyReward
2781,117324_fnca,32,Punishment,MostlyReward
2782,117324_fnca,33,Reward,MostlyReward
2783,117324_fnca,34,Reward,MostlyReward
2784,117324_fnca,35,Reward,MostlyReward
2785,117324_fnca,1,Punishment,MostlyPunishment
2786,117324_fnca,2,Punishment,MostlyPunishment
2787,117324_fnca,3,Reward,MostlyPunishment
2788,117324_fnca,4,Punishment,MostlyPunishment
2789,117324_fnca,5,Reward,MostlyPunishment
2790,117324_fnca,6,Punishment,MostlyPunishment
2791,117324_fnca,7,Punishment,MostlyPunishment
2792,117324_fnca,8,Punishment,MostlyPunishment
2793,117324_fnca,10,Reward,MostlyReward
2794,117324_fnca,11,Neutral,MostlyReward
2795,117324_fnca,12,Reward,MostlyReward
2796,117324_fnca,13,Reward,MostlyReward
2797,117324_fnca,14,Reward,MostlyReward
2798,117324_fnca,15,Reward,MostlyReward
2799,117324_fnca,16,Neutral,MostlyReward
2800,117324_fnca,17,Reward,MostlyReward
2801,117324_fnca,19,Punishment,MostlyPunishment
2802,117324_fnca,20,Punishment,MostlyPunishment
2803,117324_fnca,21,Reward,MostlyPunishment
2804,117324_fnca,22,Punishment,MostlyPunishment
2805,117324_fnca,23,Reward,MostlyPunishment
2806,117324_fnca,24,Punishment,MostlyPunishment
2807,117324_fnca,25,Punishment,MostlyPunishment
2808,117324_fnca,26,Punishment,MostlyPunishment
2809,117324_fnca,28,Reward,MostlyReward
2810,117324_fnca,29,Reward,MostlyReward
2811,117324_fnca,30,Punishment,MostlyReward
2812,117324_fnca,31,Reward,MostlyReward
2813,117324_fnca,32,Punishment,MostlyReward
2814,117324_fnca,33,Reward,MostlyReward
2815,117324_fnca,34,Reward,MostlyReward
2816,117324_fnca,35,Reward,MostlyReward
