,HCPID,Trial,TrialType,BlockType
6913,146432_fnca,1,Reward,MostlyReward
6914,146432_fnca,2,Reward,MostlyReward
6915,146432_fnca,3,Punishment,MostlyReward
6916,146432_fnca,4,Reward,MostlyReward
6917,146432_fnca,5,Reward,MostlyReward
6918,146432_fnca,6,Reward,MostlyReward
6919,146432_fnca,7,Neutral,MostlyReward
6920,146432_fnca,8,Reward,MostlyReward
6921,146432_fnca,10,Reward,MostlyPunishment
6922,146432_fnca,11,Punishment,MostlyPunishment
6923,146432_fnca,12,Punishment,MostlyPunishment
6924,146432_fnca,13,Punishment,MostlyPunishment
6925,146432_fnca,14,Neutral,MostlyPunishment
6926,146432_fnca,15,Punishment,MostlyPunishment
6927,146432_fnca,16,Punishment,MostlyPunishment
6928,146432_fnca,17,Punishment,MostlyPunishment
6929,146432_fnca,19,Punishment,MostlyPunishment
6930,146432_fnca,20,Punishment,MostlyPunishment
6931,146432_fnca,21,Punishment,MostlyPunishment
6932,146432_fnca,22,Neutral,MostlyPunishment
6933,146432_fnca,23,Punishment,MostlyPunishment
6934,146432_fnca,24,Neutral,MostlyPunishment
6935,146432_fnca,25,Punishment,MostlyPunishment
6936,146432_fnca,26,Punishment,MostlyPunishment
6937,146432_fnca,28,Reward,MostlyReward
6938,146432_fnca,29,Reward,MostlyReward
6939,146432_fnca,30,Punishment,MostlyReward
6940,146432_fnca,31,Reward,MostlyReward
6941,146432_fnca,32,Punishment,MostlyReward
6942,146432_fnca,33,Reward,MostlyReward
6943,146432_fnca,34,Reward,MostlyReward
6944,146432_fnca,35,Reward,MostlyReward
6945,146432_fnca,1,Punishment,MostlyPunishment
6946,146432_fnca,2,Punishment,MostlyPunishment
6947,146432_fnca,3,Reward,MostlyPunishment
6948,146432_fnca,4,Punishment,MostlyPunishment
6949,146432_fnca,5,Reward,MostlyPunishment
6950,146432_fnca,6,Punishment,MostlyPunishment
6951,146432_fnca,7,Punishment,MostlyPunishment
6952,146432_fnca,8,Punishment,MostlyPunishment
6953,146432_fnca,10,Reward,MostlyReward
6954,146432_fnca,11,Neutral,MostlyReward
6955,146432_fnca,12,Reward,MostlyReward
6956,146432_fnca,13,Reward,MostlyReward
6957,146432_fnca,14,Reward,MostlyReward
6958,146432_fnca,15,Reward,MostlyReward
6959,146432_fnca,16,Neutral,MostlyReward
6960,146432_fnca,17,Reward,MostlyReward
6961,146432_fnca,19,Punishment,MostlyPunishment
6962,146432_fnca,20,Punishment,MostlyPunishment
6963,146432_fnca,21,Reward,MostlyPunishment
6964,146432_fnca,22,Punishment,MostlyPunishment
6965,146432_fnca,23,Reward,MostlyPunishment
6966,146432_fnca,24,Punishment,MostlyPunishment
6967,146432_fnca,25,Punishment,MostlyPunishment
6968,146432_fnca,26,Punishment,MostlyPunishment
6969,146432_fnca,28,Reward,MostlyReward
6970,146432_fnca,29,Reward,MostlyReward
6971,146432_fnca,30,Punishment,MostlyReward
6972,146432_fnca,31,Reward,MostlyReward
6973,146432_fnca,32,Punishment,MostlyReward
6974,146432_fnca,33,Reward,MostlyReward
6975,146432_fnca,34,Reward,MostlyReward
6976,146432_fnca,35,Reward,MostlyReward
