,HCPID,Trial,TrialType,BlockType
9089,158540_fnca,1,Reward,MostlyReward
9090,158540_fnca,2,Reward,MostlyReward
9091,158540_fnca,3,Punishment,MostlyReward
9092,158540_fnca,4,Reward,MostlyReward
9093,158540_fnca,5,Reward,MostlyReward
9094,158540_fnca,6,Reward,MostlyReward
9095,158540_fnca,7,Neutral,MostlyReward
9096,158540_fnca,8,Reward,MostlyReward
9097,158540_fnca,10,Reward,MostlyPunishment
9098,158540_fnca,11,Punishment,MostlyPunishment
9099,158540_fnca,12,Punishment,MostlyPunishment
9100,158540_fnca,13,Punishment,MostlyPunishment
9101,158540_fnca,14,Neutral,MostlyPunishment
9102,158540_fnca,15,Punishment,MostlyPunishment
9103,158540_fnca,16,Punishment,MostlyPunishment
9104,158540_fnca,17,Punishment,MostlyPunishment
9105,158540_fnca,19,Punishment,MostlyPunishment
9106,158540_fnca,20,Punishment,MostlyPunishment
9107,158540_fnca,21,Punishment,MostlyPunishment
9108,158540_fnca,22,Neutral,MostlyPunishment
9109,158540_fnca,23,Punishment,MostlyPunishment
9110,158540_fnca,24,Neutral,MostlyPunishment
9111,158540_fnca,25,Punishment,MostlyPunishment
9112,158540_fnca,26,Punishment,MostlyPunishment
9113,158540_fnca,28,Reward,MostlyReward
9114,158540_fnca,29,Reward,MostlyReward
9115,158540_fnca,30,Punishment,MostlyReward
9116,158540_fnca,31,Reward,MostlyReward
9117,158540_fnca,32,Punishment,MostlyReward
9118,158540_fnca,33,Reward,MostlyReward
9119,158540_fnca,34,Reward,MostlyReward
9120,158540_fnca,35,Reward,MostlyReward
9121,158540_fnca,1,Punishment,MostlyPunishment
9122,158540_fnca,2,Punishment,MostlyPunishment
9123,158540_fnca,3,Reward,MostlyPunishment
9124,158540_fnca,4,Punishment,MostlyPunishment
9125,158540_fnca,5,Reward,MostlyPunishment
9126,158540_fnca,6,Punishment,MostlyPunishment
9127,158540_fnca,7,Punishment,MostlyPunishment
9128,158540_fnca,8,Punishment,MostlyPunishment
9129,158540_fnca,10,Reward,MostlyReward
9130,158540_fnca,11,Neutral,MostlyReward
9131,158540_fnca,12,Reward,MostlyReward
9132,158540_fnca,13,Reward,MostlyReward
9133,158540_fnca,14,Reward,MostlyReward
9134,158540_fnca,15,Reward,MostlyReward
9135,158540_fnca,16,Neutral,MostlyReward
9136,158540_fnca,17,Reward,MostlyReward
9137,158540_fnca,19,Punishment,MostlyPunishment
9138,158540_fnca,20,Punishment,MostlyPunishment
9139,158540_fnca,21,Reward,MostlyPunishment
9140,158540_fnca,22,Punishment,MostlyPunishment
9141,158540_fnca,23,Reward,MostlyPunishment
9142,158540_fnca,24,Punishment,MostlyPunishment
9143,158540_fnca,25,Punishment,MostlyPunishment
9144,158540_fnca,26,Punishment,MostlyPunishment
9145,158540_fnca,28,Reward,MostlyReward
9146,158540_fnca,29,Reward,MostlyReward
9147,158540_fnca,30,Punishment,MostlyReward
9148,158540_fnca,31,Reward,MostlyReward
9149,158540_fnca,32,Punishment,MostlyReward
9150,158540_fnca,33,Reward,MostlyReward
9151,158540_fnca,34,Reward,MostlyReward
9152,158540_fnca,35,Reward,MostlyReward
