,HCPID,Trial,TrialType,BlockType
2433,114419_fnca,1,Reward,MostlyReward
2434,114419_fnca,2,Reward,MostlyReward
2435,114419_fnca,3,Punishment,MostlyReward
2436,114419_fnca,4,Reward,MostlyReward
2437,114419_fnca,5,Reward,MostlyReward
2438,114419_fnca,6,Reward,MostlyReward
2439,114419_fnca,7,Neutral,MostlyReward
2440,114419_fnca,8,Reward,MostlyReward
2441,114419_fnca,10,Reward,MostlyPunishment
2442,114419_fnca,11,Punishment,MostlyPunishment
2443,114419_fnca,12,Punishment,MostlyPunishment
2444,114419_fnca,13,Punishment,MostlyPunishment
2445,114419_fnca,14,Neutral,MostlyPunishment
2446,114419_fnca,15,Punishment,MostlyPunishment
2447,114419_fnca,16,Punishment,MostlyPunishment
2448,114419_fnca,17,Punishment,MostlyPunishment
2449,114419_fnca,19,Punishment,MostlyPunishment
2450,114419_fnca,20,Punishment,MostlyPunishment
2451,114419_fnca,21,Punishment,MostlyPunishment
2452,114419_fnca,22,Neutral,MostlyPunishment
2453,114419_fnca,23,Punishment,MostlyPunishment
2454,114419_fnca,24,Neutral,MostlyPunishment
2455,114419_fnca,25,Punishment,MostlyPunishment
2456,114419_fnca,26,Punishment,MostlyPunishment
2457,114419_fnca,28,Reward,MostlyReward
2458,114419_fnca,29,Reward,MostlyReward
2459,114419_fnca,30,Punishment,MostlyReward
2460,114419_fnca,31,Reward,MostlyReward
2461,114419_fnca,32,Punishment,MostlyReward
2462,114419_fnca,33,Reward,MostlyReward
2463,114419_fnca,34,Reward,MostlyReward
2464,114419_fnca,35,Reward,MostlyReward
2465,114419_fnca,1,Punishment,MostlyPunishment
2466,114419_fnca,2,Punishment,MostlyPunishment
2467,114419_fnca,3,Reward,MostlyPunishment
2468,114419_fnca,4,Punishment,MostlyPunishment
2469,114419_fnca,5,Reward,MostlyPunishment
2470,114419_fnca,6,Punishment,MostlyPunishment
2471,114419_fnca,7,Punishment,MostlyPunishment
2472,114419_fnca,8,Punishment,MostlyPunishment
2473,114419_fnca,10,Reward,MostlyReward
2474,114419_fnca,11,Neutral,MostlyReward
2475,114419_fnca,12,Reward,MostlyReward
2476,114419_fnca,13,Reward,MostlyReward
2477,114419_fnca,14,Reward,MostlyReward
2478,114419_fnca,15,Reward,MostlyReward
2479,114419_fnca,16,Neutral,MostlyReward
2480,114419_fnca,17,Reward,MostlyReward
2481,114419_fnca,19,Punishment,MostlyPunishment
2482,114419_fnca,20,Punishment,MostlyPunishment
2483,114419_fnca,21,Reward,MostlyPunishment
2484,114419_fnca,22,Punishment,MostlyPunishment
2485,114419_fnca,23,Reward,MostlyPunishment
2486,114419_fnca,24,Punishment,MostlyPunishment
2487,114419_fnca,25,Punishment,MostlyPunishment
2488,114419_fnca,26,Punishment,MostlyPunishment
2489,114419_fnca,28,Reward,MostlyReward
2490,114419_fnca,29,Reward,MostlyReward
2491,114419_fnca,30,Punishment,MostlyReward
2492,114419_fnca,31,Reward,MostlyReward
2493,114419_fnca,32,Punishment,MostlyReward
2494,114419_fnca,33,Reward,MostlyReward
2495,114419_fnca,34,Reward,MostlyReward
2496,114419_fnca,35,Reward,MostlyReward
