,HCPID,Trial,TrialType,BlockType
6465,142828_fnca,1,Reward,MostlyReward
6466,142828_fnca,2,Reward,MostlyReward
6467,142828_fnca,3,Punishment,MostlyReward
6468,142828_fnca,4,Reward,MostlyReward
6469,142828_fnca,5,Reward,MostlyReward
6470,142828_fnca,6,Reward,MostlyReward
6471,142828_fnca,7,Neutral,MostlyReward
6472,142828_fnca,8,Reward,MostlyReward
6473,142828_fnca,10,Reward,MostlyPunishment
6474,142828_fnca,11,Punishment,MostlyPunishment
6475,142828_fnca,12,Punishment,MostlyPunishment
6476,142828_fnca,13,Punishment,MostlyPunishment
6477,142828_fnca,14,Neutral,MostlyPunishment
6478,142828_fnca,15,Punishment,MostlyPunishment
6479,142828_fnca,16,Punishment,MostlyPunishment
6480,142828_fnca,17,Punishment,MostlyPunishment
6481,142828_fnca,19,Punishment,MostlyPunishment
6482,142828_fnca,20,Punishment,MostlyPunishment
6483,142828_fnca,21,Punishment,MostlyPunishment
6484,142828_fnca,22,Neutral,MostlyPunishment
6485,142828_fnca,23,Punishment,MostlyPunishment
6486,142828_fnca,24,Neutral,MostlyPunishment
6487,142828_fnca,25,Punishment,MostlyPunishment
6488,142828_fnca,26,Punishment,MostlyPunishment
6489,142828_fnca,28,Reward,MostlyReward
6490,142828_fnca,29,Reward,MostlyReward
6491,142828_fnca,30,Punishment,MostlyReward
6492,142828_fnca,31,Reward,MostlyReward
6493,142828_fnca,32,Punishment,MostlyReward
6494,142828_fnca,33,Reward,MostlyReward
6495,142828_fnca,34,Reward,MostlyReward
6496,142828_fnca,35,Reward,MostlyReward
6497,142828_fnca,1,Punishment,MostlyPunishment
6498,142828_fnca,2,Punishment,MostlyPunishment
6499,142828_fnca,3,Reward,MostlyPunishment
6500,142828_fnca,4,Punishment,MostlyPunishment
6501,142828_fnca,5,Reward,MostlyPunishment
6502,142828_fnca,6,Punishment,MostlyPunishment
6503,142828_fnca,7,Punishment,MostlyPunishment
6504,142828_fnca,8,Punishment,MostlyPunishment
6505,142828_fnca,10,Reward,MostlyReward
6506,142828_fnca,11,Neutral,MostlyReward
6507,142828_fnca,12,Reward,MostlyReward
6508,142828_fnca,13,Reward,MostlyReward
6509,142828_fnca,14,Reward,MostlyReward
6510,142828_fnca,15,Reward,MostlyReward
6511,142828_fnca,16,Neutral,MostlyReward
6512,142828_fnca,17,Reward,MostlyReward
6513,142828_fnca,19,Punishment,MostlyPunishment
6514,142828_fnca,20,Punishment,MostlyPunishment
6515,142828_fnca,21,Reward,MostlyPunishment
6516,142828_fnca,22,Punishment,MostlyPunishment
6517,142828_fnca,23,Reward,MostlyPunishment
6518,142828_fnca,24,Punishment,MostlyPunishment
6519,142828_fnca,25,Punishment,MostlyPunishment
6520,142828_fnca,26,Punishment,MostlyPunishment
6521,142828_fnca,28,Reward,MostlyReward
6522,142828_fnca,29,Reward,MostlyReward
6523,142828_fnca,30,Punishment,MostlyReward
6524,142828_fnca,31,Reward,MostlyReward
6525,142828_fnca,32,Punishment,MostlyReward
6526,142828_fnca,33,Reward,MostlyReward
6527,142828_fnca,34,Reward,MostlyReward
6528,142828_fnca,35,Reward,MostlyReward
