,HCPID,Trial,TrialType,BlockType
1729,109123_fnca,1,Reward,MostlyReward
1730,109123_fnca,2,Reward,MostlyReward
1731,109123_fnca,3,Punishment,MostlyReward
1732,109123_fnca,4,Reward,MostlyReward
1733,109123_fnca,5,Reward,MostlyReward
1734,109123_fnca,6,Reward,MostlyReward
1735,109123_fnca,7,Neutral,MostlyReward
1736,109123_fnca,8,Reward,MostlyReward
1737,109123_fnca,10,Reward,MostlyPunishment
1738,109123_fnca,11,Punishment,MostlyPunishment
1739,109123_fnca,12,Punishment,MostlyPunishment
1740,109123_fnca,13,Punishment,MostlyPunishment
1741,109123_fnca,14,Neutral,MostlyPunishment
1742,109123_fnca,15,Punishment,MostlyPunishment
1743,109123_fnca,16,Punishment,MostlyPunishment
1744,109123_fnca,17,Punishment,MostlyPunishment
1745,109123_fnca,19,Punishment,MostlyPunishment
1746,109123_fnca,20,Punishment,MostlyPunishment
1747,109123_fnca,21,Punishment,MostlyPunishment
1748,109123_fnca,22,Neutral,MostlyPunishment
1749,109123_fnca,23,Punishment,MostlyPunishment
1750,109123_fnca,24,Neutral,MostlyPunishment
1751,109123_fnca,25,Punishment,MostlyPunishment
1752,109123_fnca,26,Punishment,MostlyPunishment
1753,109123_fnca,28,Reward,MostlyReward
1754,109123_fnca,29,Reward,MostlyReward
1755,109123_fnca,30,Punishment,MostlyReward
1756,109123_fnca,31,Reward,MostlyReward
1757,109123_fnca,32,Punishment,MostlyReward
1758,109123_fnca,33,Reward,MostlyReward
1759,109123_fnca,34,Reward,MostlyReward
1760,109123_fnca,35,Reward,MostlyReward
1761,109123_fnca,1,Punishment,MostlyPunishment
1762,109123_fnca,2,Punishment,MostlyPunishment
1763,109123_fnca,3,Reward,MostlyPunishment
1764,109123_fnca,4,Punishment,MostlyPunishment
1765,109123_fnca,5,Reward,MostlyPunishment
1766,109123_fnca,6,Punishment,MostlyPunishment
1767,109123_fnca,7,Punishment,MostlyPunishment
1768,109123_fnca,8,Punishment,MostlyPunishment
1769,109123_fnca,10,Reward,MostlyReward
1770,109123_fnca,11,Neutral,MostlyReward
1771,109123_fnca,12,Reward,MostlyReward
1772,109123_fnca,13,Reward,MostlyReward
1773,109123_fnca,14,Reward,MostlyReward
1774,109123_fnca,15,Reward,MostlyReward
1775,109123_fnca,16,Neutral,MostlyReward
1776,109123_fnca,17,Reward,MostlyReward
1777,109123_fnca,19,Punishment,MostlyPunishment
1778,109123_fnca,20,Punishment,MostlyPunishment
1779,109123_fnca,21,Reward,MostlyPunishment
1780,109123_fnca,22,Punishment,MostlyPunishment
1781,109123_fnca,23,Reward,MostlyPunishment
1782,109123_fnca,24,Punishment,MostlyPunishment
1783,109123_fnca,25,Punishment,MostlyPunishment
1784,109123_fnca,26,Punishment,MostlyPunishment
1785,109123_fnca,28,Reward,MostlyReward
1786,109123_fnca,29,Reward,MostlyReward
1787,109123_fnca,30,Punishment,MostlyReward
1788,109123_fnca,31,Reward,MostlyReward
1789,109123_fnca,32,Punishment,MostlyReward
1790,109123_fnca,33,Reward,MostlyReward
1791,109123_fnca,34,Reward,MostlyReward
1792,109123_fnca,35,Reward,MostlyReward
