,HCPID,Trial,TrialType,BlockType
12289,178142_fnca,1,Reward,MostlyReward
12290,178142_fnca,2,Reward,MostlyReward
12291,178142_fnca,3,Punishment,MostlyReward
12292,178142_fnca,4,Reward,MostlyReward
12293,178142_fnca,5,Reward,MostlyReward
12294,178142_fnca,6,Reward,MostlyReward
12295,178142_fnca,7,Neutral,MostlyReward
12296,178142_fnca,8,Reward,MostlyReward
12297,178142_fnca,10,Reward,MostlyPunishment
12298,178142_fnca,11,Punishment,MostlyPunishment
12299,178142_fnca,12,Punishment,MostlyPunishment
12300,178142_fnca,13,Punishment,MostlyPunishment
12301,178142_fnca,14,Neutral,MostlyPunishment
12302,178142_fnca,15,Punishment,MostlyPunishment
12303,178142_fnca,16,Punishment,MostlyPunishment
12304,178142_fnca,17,Punishment,MostlyPunishment
12305,178142_fnca,19,Punishment,MostlyPunishment
12306,178142_fnca,20,Punishment,MostlyPunishment
12307,178142_fnca,21,Punishment,MostlyPunishment
12308,178142_fnca,22,Neutral,MostlyPunishment
12309,178142_fnca,23,Punishment,MostlyPunishment
12310,178142_fnca,24,Neutral,MostlyPunishment
12311,178142_fnca,25,Punishment,MostlyPunishment
12312,178142_fnca,26,Punishment,MostlyPunishment
12313,178142_fnca,28,Reward,MostlyReward
12314,178142_fnca,29,Reward,MostlyReward
12315,178142_fnca,30,Punishment,MostlyReward
12316,178142_fnca,31,Reward,MostlyReward
12317,178142_fnca,32,Punishment,MostlyReward
12318,178142_fnca,33,Reward,MostlyReward
12319,178142_fnca,34,Reward,MostlyReward
12320,178142_fnca,35,Reward,MostlyReward
12321,178142_fnca,1,Punishment,MostlyPunishment
12322,178142_fnca,2,Punishment,MostlyPunishment
12323,178142_fnca,3,Reward,MostlyPunishment
12324,178142_fnca,4,Punishment,MostlyPunishment
12325,178142_fnca,5,Reward,MostlyPunishment
12326,178142_fnca,6,Punishment,MostlyPunishment
12327,178142_fnca,7,Punishment,MostlyPunishment
12328,178142_fnca,8,Punishment,MostlyPunishment
12329,178142_fnca,10,Reward,MostlyReward
12330,178142_fnca,11,Neutral,MostlyReward
12331,178142_fnca,12,Reward,MostlyReward
12332,178142_fnca,13,Reward,MostlyReward
12333,178142_fnca,14,Reward,MostlyReward
12334,178142_fnca,15,Reward,MostlyReward
12335,178142_fnca,16,Neutral,MostlyReward
12336,178142_fnca,17,Reward,MostlyReward
12337,178142_fnca,19,Punishment,MostlyPunishment
12338,178142_fnca,20,Punishment,MostlyPunishment
12339,178142_fnca,21,Reward,MostlyPunishment
12340,178142_fnca,22,Punishment,MostlyPunishment
12341,178142_fnca,23,Reward,MostlyPunishment
12342,178142_fnca,24,Punishment,MostlyPunishment
12343,178142_fnca,25,Punishment,MostlyPunishment
12344,178142_fnca,26,Punishment,MostlyPunishment
12345,178142_fnca,28,Reward,MostlyReward
12346,178142_fnca,29,Reward,MostlyReward
12347,178142_fnca,30,Punishment,MostlyReward
12348,178142_fnca,31,Reward,MostlyReward
12349,178142_fnca,32,Punishment,MostlyReward
12350,178142_fnca,33,Reward,MostlyReward
12351,178142_fnca,34,Reward,MostlyReward
12352,178142_fnca,35,Reward,MostlyReward
