,HCPID,Trial,TrialType,BlockType
833,103818_fnca,1,Reward,MostlyReward
834,103818_fnca,2,Reward,MostlyReward
835,103818_fnca,3,Punishment,MostlyReward
836,103818_fnca,4,Reward,MostlyReward
837,103818_fnca,5,Reward,MostlyReward
838,103818_fnca,6,Reward,MostlyReward
839,103818_fnca,7,Neutral,MostlyReward
840,103818_fnca,8,Reward,MostlyReward
841,103818_fnca,10,Reward,MostlyPunishment
842,103818_fnca,11,Punishment,MostlyPunishment
843,103818_fnca,12,Punishment,MostlyPunishment
844,103818_fnca,13,Punishment,MostlyPunishment
845,103818_fnca,14,Neutral,MostlyPunishment
846,103818_fnca,15,Punishment,MostlyPunishment
847,103818_fnca,16,Punishment,MostlyPunishment
848,103818_fnca,17,Punishment,MostlyPunishment
849,103818_fnca,19,Punishment,MostlyPunishment
850,103818_fnca,20,Punishment,MostlyPunishment
851,103818_fnca,21,Punishment,MostlyPunishment
852,103818_fnca,22,Neutral,MostlyPunishment
853,103818_fnca,23,Punishment,MostlyPunishment
854,103818_fnca,24,Neutral,MostlyPunishment
855,103818_fnca,25,Punishment,MostlyPunishment
856,103818_fnca,26,Punishment,MostlyPunishment
857,103818_fnca,28,Reward,MostlyReward
858,103818_fnca,29,Reward,MostlyReward
859,103818_fnca,30,Punishment,MostlyReward
860,103818_fnca,31,Reward,MostlyReward
861,103818_fnca,32,Punishment,MostlyReward
862,103818_fnca,33,Reward,MostlyReward
863,103818_fnca,34,Reward,MostlyReward
864,103818_fnca,35,Reward,MostlyReward
865,103818_fnca,1,Punishment,MostlyPunishment
866,103818_fnca,2,Punishment,MostlyPunishment
867,103818_fnca,3,Reward,MostlyPunishment
868,103818_fnca,4,Punishment,MostlyPunishment
869,103818_fnca,5,Reward,MostlyPunishment
870,103818_fnca,6,Punishment,MostlyPunishment
871,103818_fnca,7,Punishment,MostlyPunishment
872,103818_fnca,8,Punishment,MostlyPunishment
873,103818_fnca,10,Reward,MostlyReward
874,103818_fnca,11,Neutral,MostlyReward
875,103818_fnca,12,Reward,MostlyReward
876,103818_fnca,13,Reward,MostlyReward
877,103818_fnca,14,Reward,MostlyReward
878,103818_fnca,15,Reward,MostlyReward
879,103818_fnca,16,Neutral,MostlyReward
880,103818_fnca,17,Reward,MostlyReward
881,103818_fnca,19,Punishment,MostlyPunishment
882,103818_fnca,20,Punishment,MostlyPunishment
883,103818_fnca,21,Reward,MostlyPunishment
884,103818_fnca,22,Punishment,MostlyPunishment
885,103818_fnca,23,Reward,MostlyPunishment
886,103818_fnca,24,Punishment,MostlyPunishment
887,103818_fnca,25,Punishment,MostlyPunishment
888,103818_fnca,26,Punishment,MostlyPunishment
889,103818_fnca,28,Reward,MostlyReward
890,103818_fnca,29,Reward,MostlyReward
891,103818_fnca,30,Punishment,MostlyReward
892,103818_fnca,31,Reward,MostlyReward
893,103818_fnca,32,Punishment,MostlyReward
894,103818_fnca,33,Reward,MostlyReward
895,103818_fnca,34,Reward,MostlyReward
896,103818_fnca,35,Reward,MostlyReward
