,HCPID,Trial,TrialType,BlockType
1921,111312_fnca,1,Reward,MostlyReward
1922,111312_fnca,2,Reward,MostlyReward
1923,111312_fnca,3,Punishment,MostlyReward
1924,111312_fnca,4,Reward,MostlyReward
1925,111312_fnca,5,Reward,MostlyReward
1926,111312_fnca,6,Reward,MostlyReward
1927,111312_fnca,7,Neutral,MostlyReward
1928,111312_fnca,8,Reward,MostlyReward
1929,111312_fnca,10,Reward,MostlyPunishment
1930,111312_fnca,11,Punishment,MostlyPunishment
1931,111312_fnca,12,Punishment,MostlyPunishment
1932,111312_fnca,13,Punishment,MostlyPunishment
1933,111312_fnca,14,Neutral,MostlyPunishment
1934,111312_fnca,15,Punishment,MostlyPunishment
1935,111312_fnca,16,Punishment,MostlyPunishment
1936,111312_fnca,17,Punishment,MostlyPunishment
1937,111312_fnca,19,Punishment,MostlyPunishment
1938,111312_fnca,20,Punishment,MostlyPunishment
1939,111312_fnca,21,Punishment,MostlyPunishment
1940,111312_fnca,22,Neutral,MostlyPunishment
1941,111312_fnca,23,Punishment,MostlyPunishment
1942,111312_fnca,24,Neutral,MostlyPunishment
1943,111312_fnca,25,Punishment,MostlyPunishment
1944,111312_fnca,26,Punishment,MostlyPunishment
1945,111312_fnca,28,Reward,MostlyReward
1946,111312_fnca,29,Reward,MostlyReward
1947,111312_fnca,30,Punishment,MostlyReward
1948,111312_fnca,31,Reward,MostlyReward
1949,111312_fnca,32,Punishment,MostlyReward
1950,111312_fnca,33,Reward,MostlyReward
1951,111312_fnca,34,Reward,MostlyReward
1952,111312_fnca,35,Reward,MostlyReward
1953,111312_fnca,1,Punishment,MostlyPunishment
1954,111312_fnca,2,Punishment,MostlyPunishment
1955,111312_fnca,3,Reward,MostlyPunishment
1956,111312_fnca,4,Punishment,MostlyPunishment
1957,111312_fnca,5,Reward,MostlyPunishment
1958,111312_fnca,6,Punishment,MostlyPunishment
1959,111312_fnca,7,Punishment,MostlyPunishment
1960,111312_fnca,8,Punishment,MostlyPunishment
1961,111312_fnca,10,Reward,MostlyReward
1962,111312_fnca,11,Neutral,MostlyReward
1963,111312_fnca,12,Reward,MostlyReward
1964,111312_fnca,13,Reward,MostlyReward
1965,111312_fnca,14,Reward,MostlyReward
1966,111312_fnca,15,Reward,MostlyReward
1967,111312_fnca,16,Neutral,MostlyReward
1968,111312_fnca,17,Reward,MostlyReward
1969,111312_fnca,19,Punishment,MostlyPunishment
1970,111312_fnca,20,Punishment,MostlyPunishment
1971,111312_fnca,21,Reward,MostlyPunishment
1972,111312_fnca,22,Punishment,MostlyPunishment
1973,111312_fnca,23,Reward,MostlyPunishment
1974,111312_fnca,24,Punishment,MostlyPunishment
1975,111312_fnca,25,Punishment,MostlyPunishment
1976,111312_fnca,26,Punishment,MostlyPunishment
1977,111312_fnca,28,Reward,MostlyReward
1978,111312_fnca,29,Reward,MostlyReward
1979,111312_fnca,30,Punishment,MostlyReward
1980,111312_fnca,31,Reward,MostlyReward
1981,111312_fnca,32,Punishment,MostlyReward
1982,111312_fnca,33,Reward,MostlyReward
1983,111312_fnca,34,Reward,MostlyReward
1984,111312_fnca,35,Reward,MostlyReward
