,HCPID,Trial,TrialType,BlockType
12097,176542_fnca,1,Reward,MostlyReward
12098,176542_fnca,2,Reward,MostlyReward
12099,176542_fnca,3,Punishment,MostlyReward
12100,176542_fnca,4,Reward,MostlyReward
12101,176542_fnca,5,Reward,MostlyReward
12102,176542_fnca,6,Reward,MostlyReward
12103,176542_fnca,7,Neutral,MostlyReward
12104,176542_fnca,8,Reward,MostlyReward
12105,176542_fnca,10,Reward,MostlyPunishment
12106,176542_fnca,11,Punishment,MostlyPunishment
12107,176542_fnca,12,Punishment,MostlyPunishment
12108,176542_fnca,13,Punishment,MostlyPunishment
12109,176542_fnca,14,Neutral,MostlyPunishment
12110,176542_fnca,15,Punishment,MostlyPunishment
12111,176542_fnca,16,Punishment,MostlyPunishment
12112,176542_fnca,17,Punishment,MostlyPunishment
12113,176542_fnca,19,Punishment,MostlyPunishment
12114,176542_fnca,20,Punishment,MostlyPunishment
12115,176542_fnca,21,Punishment,MostlyPunishment
12116,176542_fnca,22,Neutral,MostlyPunishment
12117,176542_fnca,23,Punishment,MostlyPunishment
12118,176542_fnca,24,Neutral,MostlyPunishment
12119,176542_fnca,25,Punishment,MostlyPunishment
12120,176542_fnca,26,Punishment,MostlyPunishment
12121,176542_fnca,28,Reward,MostlyReward
12122,176542_fnca,29,Reward,MostlyReward
12123,176542_fnca,30,Punishment,MostlyReward
12124,176542_fnca,31,Reward,MostlyReward
12125,176542_fnca,32,Punishment,MostlyReward
12126,176542_fnca,33,Reward,MostlyReward
12127,176542_fnca,34,Reward,MostlyReward
12128,176542_fnca,35,Reward,MostlyReward
12129,176542_fnca,1,Punishment,MostlyPunishment
12130,176542_fnca,2,Punishment,MostlyPunishment
12131,176542_fnca,3,Reward,MostlyPunishment
12132,176542_fnca,4,Punishment,MostlyPunishment
12133,176542_fnca,5,Reward,MostlyPunishment
12134,176542_fnca,6,Punishment,MostlyPunishment
12135,176542_fnca,7,Punishment,MostlyPunishment
12136,176542_fnca,8,Punishment,MostlyPunishment
12137,176542_fnca,10,Reward,MostlyReward
12138,176542_fnca,11,Neutral,MostlyReward
12139,176542_fnca,12,Reward,MostlyReward
12140,176542_fnca,13,Reward,MostlyReward
12141,176542_fnca,14,Reward,MostlyReward
12142,176542_fnca,15,Reward,MostlyReward
12143,176542_fnca,16,Neutral,MostlyReward
12144,176542_fnca,17,Reward,MostlyReward
12145,176542_fnca,19,Punishment,MostlyPunishment
12146,176542_fnca,20,Punishment,MostlyPunishment
12147,176542_fnca,21,Reward,MostlyPunishment
12148,176542_fnca,22,Punishment,MostlyPunishment
12149,176542_fnca,23,Reward,MostlyPunishment
12150,176542_fnca,24,Punishment,MostlyPunishment
12151,176542_fnca,25,Punishment,MostlyPunishment
12152,176542_fnca,26,Punishment,MostlyPunishment
12153,176542_fnca,28,Reward,MostlyReward
12154,176542_fnca,29,Reward,MostlyReward
12155,176542_fnca,30,Punishment,MostlyReward
12156,176542_fnca,31,Reward,MostlyReward
12157,176542_fnca,32,Punishment,MostlyReward
12158,176542_fnca,33,Reward,MostlyReward
12159,176542_fnca,34,Reward,MostlyReward
12160,176542_fnca,35,Reward,MostlyReward
