,HCPID,Trial,TrialType,BlockType
11393,172130_fnca,1,Reward,MostlyReward
11394,172130_fnca,2,Reward,MostlyReward
11395,172130_fnca,3,Punishment,MostlyReward
11396,172130_fnca,4,Reward,MostlyReward
11397,172130_fnca,5,Reward,MostlyReward
11398,172130_fnca,6,Reward,MostlyReward
11399,172130_fnca,7,Neutral,MostlyReward
11400,172130_fnca,8,Reward,MostlyReward
11401,172130_fnca,10,Reward,MostlyPunishment
11402,172130_fnca,11,Punishment,MostlyPunishment
11403,172130_fnca,12,Punishment,MostlyPunishment
11404,172130_fnca,13,Punishment,MostlyPunishment
11405,172130_fnca,14,Neutral,MostlyPunishment
11406,172130_fnca,15,Punishment,MostlyPunishment
11407,172130_fnca,16,Punishment,MostlyPunishment
11408,172130_fnca,17,Punishment,MostlyPunishment
11409,172130_fnca,19,Punishment,MostlyPunishment
11410,172130_fnca,20,Punishment,MostlyPunishment
11411,172130_fnca,21,Punishment,MostlyPunishment
11412,172130_fnca,22,Neutral,MostlyPunishment
11413,172130_fnca,23,Punishment,MostlyPunishment
11414,172130_fnca,24,Neutral,MostlyPunishment
11415,172130_fnca,25,Punishment,MostlyPunishment
11416,172130_fnca,26,Punishment,MostlyPunishment
11417,172130_fnca,28,Reward,MostlyReward
11418,172130_fnca,29,Reward,MostlyReward
11419,172130_fnca,30,Punishment,MostlyReward
11420,172130_fnca,31,Reward,MostlyReward
11421,172130_fnca,32,Punishment,MostlyReward
11422,172130_fnca,33,Reward,MostlyReward
11423,172130_fnca,34,Reward,MostlyReward
11424,172130_fnca,35,Reward,MostlyReward
11425,172130_fnca,1,Punishment,MostlyPunishment
11426,172130_fnca,2,Punishment,MostlyPunishment
11427,172130_fnca,3,Reward,MostlyPunishment
11428,172130_fnca,4,Punishment,MostlyPunishment
11429,172130_fnca,5,Reward,MostlyPunishment
11430,172130_fnca,6,Punishment,MostlyPunishment
11431,172130_fnca,7,Punishment,MostlyPunishment
11432,172130_fnca,8,Punishment,MostlyPunishment
11433,172130_fnca,10,Reward,MostlyReward
11434,172130_fnca,11,Neutral,MostlyReward
11435,172130_fnca,12,Reward,MostlyReward
11436,172130_fnca,13,Reward,MostlyReward
11437,172130_fnca,14,Reward,MostlyReward
11438,172130_fnca,15,Reward,MostlyReward
11439,172130_fnca,16,Neutral,MostlyReward
11440,172130_fnca,17,Reward,MostlyReward
11441,172130_fnca,19,Punishment,MostlyPunishment
11442,172130_fnca,20,Punishment,MostlyPunishment
11443,172130_fnca,21,Reward,MostlyPunishment
11444,172130_fnca,22,Punishment,MostlyPunishment
11445,172130_fnca,23,Reward,MostlyPunishment
11446,172130_fnca,24,Punishment,MostlyPunishment
11447,172130_fnca,25,Punishment,MostlyPunishment
11448,172130_fnca,26,Punishment,MostlyPunishment
11449,172130_fnca,28,Reward,MostlyReward
11450,172130_fnca,29,Reward,MostlyReward
11451,172130_fnca,30,Punishment,MostlyReward
11452,172130_fnca,31,Reward,MostlyReward
11453,172130_fnca,32,Punishment,MostlyReward
11454,172130_fnca,33,Reward,MostlyReward
11455,172130_fnca,34,Reward,MostlyReward
11456,172130_fnca,35,Reward,MostlyReward
