,HCPID,Trial,TrialType,BlockType
8001,151728_fnca,1,Reward,MostlyReward
8002,151728_fnca,2,Reward,MostlyReward
8003,151728_fnca,3,Punishment,MostlyReward
8004,151728_fnca,4,Reward,MostlyReward
8005,151728_fnca,5,Reward,MostlyReward
8006,151728_fnca,6,Reward,MostlyReward
8007,151728_fnca,7,Neutral,MostlyReward
8008,151728_fnca,8,Reward,MostlyReward
8009,151728_fnca,10,Reward,MostlyPunishment
8010,151728_fnca,11,Punishment,MostlyPunishment
8011,151728_fnca,12,Punishment,MostlyPunishment
8012,151728_fnca,13,Punishment,MostlyPunishment
8013,151728_fnca,14,Neutral,MostlyPunishment
8014,151728_fnca,15,Punishment,MostlyPunishment
8015,151728_fnca,16,Punishment,MostlyPunishment
8016,151728_fnca,17,Punishment,MostlyPunishment
8017,151728_fnca,19,Punishment,MostlyPunishment
8018,151728_fnca,20,Punishment,MostlyPunishment
8019,151728_fnca,21,Punishment,MostlyPunishment
8020,151728_fnca,22,Neutral,MostlyPunishment
8021,151728_fnca,23,Punishment,MostlyPunishment
8022,151728_fnca,24,Neutral,MostlyPunishment
8023,151728_fnca,25,Punishment,MostlyPunishment
8024,151728_fnca,26,Punishment,MostlyPunishment
8025,151728_fnca,28,Reward,MostlyReward
8026,151728_fnca,29,Reward,MostlyReward
8027,151728_fnca,30,Punishment,MostlyReward
8028,151728_fnca,31,Reward,MostlyReward
8029,151728_fnca,32,Punishment,MostlyReward
8030,151728_fnca,33,Reward,MostlyReward
8031,151728_fnca,34,Reward,MostlyReward
8032,151728_fnca,35,Reward,MostlyReward
8033,151728_fnca,1,Punishment,MostlyPunishment
8034,151728_fnca,2,Punishment,MostlyPunishment
8035,151728_fnca,3,Reward,MostlyPunishment
8036,151728_fnca,4,Punishment,MostlyPunishment
8037,151728_fnca,5,Reward,MostlyPunishment
8038,151728_fnca,6,Punishment,MostlyPunishment
8039,151728_fnca,7,Punishment,MostlyPunishment
8040,151728_fnca,8,Punishment,MostlyPunishment
8041,151728_fnca,10,Reward,MostlyReward
8042,151728_fnca,11,Neutral,MostlyReward
8043,151728_fnca,12,Reward,MostlyReward
8044,151728_fnca,13,Reward,MostlyReward
8045,151728_fnca,14,Reward,MostlyReward
8046,151728_fnca,15,Reward,MostlyReward
8047,151728_fnca,16,Neutral,MostlyReward
8048,151728_fnca,17,Reward,MostlyReward
8049,151728_fnca,19,Punishment,MostlyPunishment
8050,151728_fnca,20,Punishment,MostlyPunishment
8051,151728_fnca,21,Reward,MostlyPunishment
8052,151728_fnca,22,Punishment,MostlyPunishment
8053,151728_fnca,23,Reward,MostlyPunishment
8054,151728_fnca,24,Punishment,MostlyPunishment
8055,151728_fnca,25,Punishment,MostlyPunishment
8056,151728_fnca,26,Punishment,MostlyPunishment
8057,151728_fnca,28,Reward,MostlyReward
8058,151728_fnca,29,Reward,MostlyReward
8059,151728_fnca,30,Punishment,MostlyReward
8060,151728_fnca,31,Reward,MostlyReward
8061,151728_fnca,32,Punishment,MostlyReward
8062,151728_fnca,33,Reward,MostlyReward
8063,151728_fnca,34,Reward,MostlyReward
8064,151728_fnca,35,Reward,MostlyReward
