,HCPID,Trial,TrialType,BlockType
6017,139637_fnca,1,Reward,MostlyReward
6018,139637_fnca,2,Reward,MostlyReward
6019,139637_fnca,3,Punishment,MostlyReward
6020,139637_fnca,4,Reward,MostlyReward
6021,139637_fnca,5,Reward,MostlyReward
6022,139637_fnca,6,Reward,MostlyReward
6023,139637_fnca,7,Neutral,MostlyReward
6024,139637_fnca,8,Reward,MostlyReward
6025,139637_fnca,10,Reward,MostlyPunishment
6026,139637_fnca,11,Punishment,MostlyPunishment
6027,139637_fnca,12,Punishment,MostlyPunishment
6028,139637_fnca,13,Punishment,MostlyPunishment
6029,139637_fnca,14,Neutral,MostlyPunishment
6030,139637_fnca,15,Punishment,MostlyPunishment
6031,139637_fnca,16,Punishment,MostlyPunishment
6032,139637_fnca,17,Punishment,MostlyPunishment
6033,139637_fnca,19,Punishment,MostlyPunishment
6034,139637_fnca,20,Punishment,MostlyPunishment
6035,139637_fnca,21,Punishment,MostlyPunishment
6036,139637_fnca,22,Neutral,MostlyPunishment
6037,139637_fnca,23,Punishment,MostlyPunishment
6038,139637_fnca,24,Neutral,MostlyPunishment
6039,139637_fnca,25,Punishment,MostlyPunishment
6040,139637_fnca,26,Punishment,MostlyPunishment
6041,139637_fnca,28,Reward,MostlyReward
6042,139637_fnca,29,Reward,MostlyReward
6043,139637_fnca,30,Punishment,MostlyReward
6044,139637_fnca,31,Reward,MostlyReward
6045,139637_fnca,32,Punishment,MostlyReward
6046,139637_fnca,33,Reward,MostlyReward
6047,139637_fnca,34,Reward,MostlyReward
6048,139637_fnca,35,Reward,MostlyReward
6049,139637_fnca,1,Punishment,MostlyPunishment
6050,139637_fnca,2,Punishment,MostlyPunishment
6051,139637_fnca,3,Reward,MostlyPunishment
6052,139637_fnca,4,Punishment,MostlyPunishment
6053,139637_fnca,5,Reward,MostlyPunishment
6054,139637_fnca,6,Punishment,MostlyPunishment
6055,139637_fnca,7,Punishment,MostlyPunishment
6056,139637_fnca,8,Punishment,MostlyPunishment
6057,139637_fnca,10,Reward,MostlyReward
6058,139637_fnca,11,Neutral,MostlyReward
6059,139637_fnca,12,Reward,MostlyReward
6060,139637_fnca,13,Reward,MostlyReward
6061,139637_fnca,14,Reward,MostlyReward
6062,139637_fnca,15,Reward,MostlyReward
6063,139637_fnca,16,Neutral,MostlyReward
6064,139637_fnca,17,Reward,MostlyReward
6065,139637_fnca,19,Punishment,MostlyPunishment
6066,139637_fnca,20,Punishment,MostlyPunishment
6067,139637_fnca,21,Reward,MostlyPunishment
6068,139637_fnca,22,Punishment,MostlyPunishment
6069,139637_fnca,23,Reward,MostlyPunishment
6070,139637_fnca,24,Punishment,MostlyPunishment
6071,139637_fnca,25,Punishment,MostlyPunishment
6072,139637_fnca,26,Punishment,MostlyPunishment
6073,139637_fnca,28,Reward,MostlyReward
6074,139637_fnca,29,Reward,MostlyReward
6075,139637_fnca,30,Punishment,MostlyReward
6076,139637_fnca,31,Reward,MostlyReward
6077,139637_fnca,32,Punishment,MostlyReward
6078,139637_fnca,33,Reward,MostlyReward
6079,139637_fnca,34,Reward,MostlyReward
6080,139637_fnca,35,Reward,MostlyReward
