,HCPID,Trial,TrialType,BlockType
4929,133019_fnca,1,Reward,MostlyReward
4930,133019_fnca,2,Reward,MostlyReward
4931,133019_fnca,3,Punishment,MostlyReward
4932,133019_fnca,4,Reward,MostlyReward
4933,133019_fnca,5,Reward,MostlyReward
4934,133019_fnca,6,Reward,MostlyReward
4935,133019_fnca,7,Neutral,MostlyReward
4936,133019_fnca,8,Reward,MostlyReward
4937,133019_fnca,10,Reward,MostlyPunishment
4938,133019_fnca,11,Punishment,MostlyPunishment
4939,133019_fnca,12,Punishment,MostlyPunishment
4940,133019_fnca,13,Punishment,MostlyPunishment
4941,133019_fnca,14,Neutral,MostlyPunishment
4942,133019_fnca,15,Punishment,MostlyPunishment
4943,133019_fnca,16,Punishment,MostlyPunishment
4944,133019_fnca,17,Punishment,MostlyPunishment
4945,133019_fnca,19,Punishment,MostlyPunishment
4946,133019_fnca,20,Punishment,MostlyPunishment
4947,133019_fnca,21,Punishment,MostlyPunishment
4948,133019_fnca,22,Neutral,MostlyPunishment
4949,133019_fnca,23,Punishment,MostlyPunishment
4950,133019_fnca,24,Neutral,MostlyPunishment
4951,133019_fnca,25,Punishment,MostlyPunishment
4952,133019_fnca,26,Punishment,MostlyPunishment
4953,133019_fnca,28,Reward,MostlyReward
4954,133019_fnca,29,Reward,MostlyReward
4955,133019_fnca,30,Punishment,MostlyReward
4956,133019_fnca,31,Reward,MostlyReward
4957,133019_fnca,32,Punishment,MostlyReward
4958,133019_fnca,33,Reward,MostlyReward
4959,133019_fnca,34,Reward,MostlyReward
4960,133019_fnca,35,Reward,MostlyReward
4961,133019_fnca,1,Punishment,MostlyPunishment
4962,133019_fnca,2,Punishment,MostlyPunishment
4963,133019_fnca,3,Reward,MostlyPunishment
4964,133019_fnca,4,Punishment,MostlyPunishment
4965,133019_fnca,5,Reward,MostlyPunishment
4966,133019_fnca,6,Punishment,MostlyPunishment
4967,133019_fnca,7,Punishment,MostlyPunishment
4968,133019_fnca,8,Punishment,MostlyPunishment
4969,133019_fnca,10,Reward,MostlyReward
4970,133019_fnca,11,Neutral,MostlyReward
4971,133019_fnca,12,Reward,MostlyReward
4972,133019_fnca,13,Reward,MostlyReward
4973,133019_fnca,14,Reward,MostlyReward
4974,133019_fnca,15,Reward,MostlyReward
4975,133019_fnca,16,Neutral,MostlyReward
4976,133019_fnca,17,Reward,MostlyReward
4977,133019_fnca,19,Punishment,MostlyPunishment
4978,133019_fnca,20,Punishment,MostlyPunishment
4979,133019_fnca,21,Reward,MostlyPunishment
4980,133019_fnca,22,Punishment,MostlyPunishment
4981,133019_fnca,23,Reward,MostlyPunishment
4982,133019_fnca,24,Punishment,MostlyPunishment
4983,133019_fnca,25,Punishment,MostlyPunishment
4984,133019_fnca,26,Punishment,MostlyPunishment
4985,133019_fnca,28,Reward,MostlyReward
4986,133019_fnca,29,Reward,MostlyReward
4987,133019_fnca,30,Punishment,MostlyReward
4988,133019_fnca,31,Reward,MostlyReward
4989,133019_fnca,32,Punishment,MostlyReward
4990,133019_fnca,33,Reward,MostlyReward
4991,133019_fnca,34,Reward,MostlyReward
4992,133019_fnca,35,Reward,MostlyReward
