,HCPID,Trial,TrialType,BlockType
2177,113215_fnca,1,Reward,MostlyReward
2178,113215_fnca,2,Reward,MostlyReward
2179,113215_fnca,3,Punishment,MostlyReward
2180,113215_fnca,4,Reward,MostlyReward
2181,113215_fnca,5,Reward,MostlyReward
2182,113215_fnca,6,Reward,MostlyReward
2183,113215_fnca,7,Neutral,MostlyReward
2184,113215_fnca,8,Reward,MostlyReward
2185,113215_fnca,10,Reward,MostlyPunishment
2186,113215_fnca,11,Punishment,MostlyPunishment
2187,113215_fnca,12,Punishment,MostlyPunishment
2188,113215_fnca,13,Punishment,MostlyPunishment
2189,113215_fnca,14,Neutral,MostlyPunishment
2190,113215_fnca,15,Punishment,MostlyPunishment
2191,113215_fnca,16,Punishment,MostlyPunishment
2192,113215_fnca,17,Punishment,MostlyPunishment
2193,113215_fnca,19,Punishment,MostlyPunishment
2194,113215_fnca,20,Punishment,MostlyPunishment
2195,113215_fnca,21,Punishment,MostlyPunishment
2196,113215_fnca,22,Neutral,MostlyPunishment
2197,113215_fnca,23,Punishment,MostlyPunishment
2198,113215_fnca,24,Neutral,MostlyPunishment
2199,113215_fnca,25,Punishment,MostlyPunishment
2200,113215_fnca,26,Punishment,MostlyPunishment
2201,113215_fnca,28,Reward,MostlyReward
2202,113215_fnca,29,Reward,MostlyReward
2203,113215_fnca,30,Punishment,MostlyReward
2204,113215_fnca,31,Reward,MostlyReward
2205,113215_fnca,32,Punishment,MostlyReward
2206,113215_fnca,33,Reward,MostlyReward
2207,113215_fnca,34,Reward,MostlyReward
2208,113215_fnca,35,Reward,MostlyReward
2209,113215_fnca,1,Punishment,MostlyPunishment
2210,113215_fnca,2,Punishment,MostlyPunishment
2211,113215_fnca,3,Reward,MostlyPunishment
2212,113215_fnca,4,Punishment,MostlyPunishment
2213,113215_fnca,5,Reward,MostlyPunishment
2214,113215_fnca,6,Punishment,MostlyPunishment
2215,113215_fnca,7,Punishment,MostlyPunishment
2216,113215_fnca,8,Punishment,MostlyPunishment
2217,113215_fnca,10,Reward,MostlyReward
2218,113215_fnca,11,Neutral,MostlyReward
2219,113215_fnca,12,Reward,MostlyReward
2220,113215_fnca,13,Reward,MostlyReward
2221,113215_fnca,14,Reward,MostlyReward
2222,113215_fnca,15,Reward,MostlyReward
2223,113215_fnca,16,Neutral,MostlyReward
2224,113215_fnca,17,Reward,MostlyReward
2225,113215_fnca,19,Punishment,MostlyPunishment
2226,113215_fnca,20,Punishment,MostlyPunishment
2227,113215_fnca,21,Reward,MostlyPunishment
2228,113215_fnca,22,Punishment,MostlyPunishment
2229,113215_fnca,23,Reward,MostlyPunishment
2230,113215_fnca,24,Punishment,MostlyPunishment
2231,113215_fnca,25,Punishment,MostlyPunishment
2232,113215_fnca,26,Punishment,MostlyPunishment
2233,113215_fnca,28,Reward,MostlyReward
2234,113215_fnca,29,Reward,MostlyReward
2235,113215_fnca,30,Punishment,MostlyReward
2236,113215_fnca,31,Reward,MostlyReward
2237,113215_fnca,32,Punishment,MostlyReward
2238,113215_fnca,33,Reward,MostlyReward
2239,113215_fnca,34,Reward,MostlyReward
2240,113215_fnca,35,Reward,MostlyReward
