,HCPID,Trial,TrialType,BlockType
8257,153833_fnca,1,Reward,MostlyReward
8258,153833_fnca,2,Reward,MostlyReward
8259,153833_fnca,3,Punishment,MostlyReward
8260,153833_fnca,4,Reward,MostlyReward
8261,153833_fnca,5,Reward,MostlyReward
8262,153833_fnca,6,Reward,MostlyReward
8263,153833_fnca,7,Neutral,MostlyReward
8264,153833_fnca,8,Reward,MostlyReward
8265,153833_fnca,10,Reward,MostlyPunishment
8266,153833_fnca,11,Punishment,MostlyPunishment
8267,153833_fnca,12,Punishment,MostlyPunishment
8268,153833_fnca,13,Punishment,MostlyPunishment
8269,153833_fnca,14,Neutral,MostlyPunishment
8270,153833_fnca,15,Punishment,MostlyPunishment
8271,153833_fnca,16,Punishment,MostlyPunishment
8272,153833_fnca,17,Punishment,MostlyPunishment
8273,153833_fnca,19,Punishment,MostlyPunishment
8274,153833_fnca,20,Punishment,MostlyPunishment
8275,153833_fnca,21,Punishment,MostlyPunishment
8276,153833_fnca,22,Neutral,MostlyPunishment
8277,153833_fnca,23,Punishment,MostlyPunishment
8278,153833_fnca,24,Neutral,MostlyPunishment
8279,153833_fnca,25,Punishment,MostlyPunishment
8280,153833_fnca,26,Punishment,MostlyPunishment
8281,153833_fnca,28,Reward,MostlyReward
8282,153833_fnca,29,Reward,MostlyReward
8283,153833_fnca,30,Punishment,MostlyReward
8284,153833_fnca,31,Reward,MostlyReward
8285,153833_fnca,32,Punishment,MostlyReward
8286,153833_fnca,33,Reward,MostlyReward
8287,153833_fnca,34,Reward,MostlyReward
8288,153833_fnca,35,Reward,MostlyReward
8289,153833_fnca,1,Punishment,MostlyPunishment
8290,153833_fnca,2,Punishment,MostlyPunishment
8291,153833_fnca,3,Reward,MostlyPunishment
8292,153833_fnca,4,Punishment,MostlyPunishment
8293,153833_fnca,5,Reward,MostlyPunishment
8294,153833_fnca,6,Punishment,MostlyPunishment
8295,153833_fnca,7,Punishment,MostlyPunishment
8296,153833_fnca,8,Punishment,MostlyPunishment
8297,153833_fnca,10,Reward,MostlyReward
8298,153833_fnca,11,Neutral,MostlyReward
8299,153833_fnca,12,Reward,MostlyReward
8300,153833_fnca,13,Reward,MostlyReward
8301,153833_fnca,14,Reward,MostlyReward
8302,153833_fnca,15,Reward,MostlyReward
8303,153833_fnca,16,Neutral,MostlyReward
8304,153833_fnca,17,Reward,MostlyReward
8305,153833_fnca,19,Punishment,MostlyPunishment
8306,153833_fnca,20,Punishment,MostlyPunishment
8307,153833_fnca,21,Reward,MostlyPunishment
8308,153833_fnca,22,Punishment,MostlyPunishment
8309,153833_fnca,23,Reward,MostlyPunishment
8310,153833_fnca,24,Punishment,MostlyPunishment
8311,153833_fnca,25,Punishment,MostlyPunishment
8312,153833_fnca,26,Punishment,MostlyPunishment
8313,153833_fnca,28,Reward,MostlyReward
8314,153833_fnca,29,Reward,MostlyReward
8315,153833_fnca,30,Punishment,MostlyReward
8316,153833_fnca,31,Reward,MostlyReward
8317,153833_fnca,32,Punishment,MostlyReward
8318,153833_fnca,33,Reward,MostlyReward
8319,153833_fnca,34,Reward,MostlyReward
8320,153833_fnca,35,Reward,MostlyReward
