TrialType,BlockType,Response,RT,BlockTrial,Trial,Epoch,ans,bll,lf
Punishment,MostlyPunishment,f,1480,1,17,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1451,2,18,36,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1124,3,19,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1116,4,20,36,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1130,5,21,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1442,6,22,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1402,7,23,36,0.05,0.5,0.5
Reward,MostlyReward,f,1369,0,24,36,0.05,0.5,0.5
Reward,MostlyReward,f,1365,1,25,36,0.05,0.5,0.5
Punishment,MostlyReward,f,1121,2,26,36,0.05,0.5,0.5
Reward,MostlyReward,f,1122,3,27,36,0.05,0.5,0.5
Punishment,MostlyReward,f,1115,4,28,36,0.05,0.5,0.5
Reward,MostlyReward,f,1106,5,29,36,0.05,0.5,0.5
Reward,MostlyReward,f,1105,6,30,36,0.05,0.5,0.5
Reward,MostlyReward,f,1434,7,31,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1343,0,32,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1322,1,33,36,0.05,0.5,0.5
Reward,MostlyPunishment,f,1315,2,34,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1326,3,35,36,0.05,0.5,0.5
Reward,MostlyPunishment,f,1098,4,36,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1103,5,37,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1081,6,38,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1292,7,39,36,0.05,0.5,0.5
Reward,MostlyReward,f,1288,0,40,36,0.05,0.5,0.5
Neutral,MostlyReward,f,1308,1,41,36,0.05,0.5,0.5
Reward,MostlyReward,f,1283,2,42,36,0.05,0.5,0.5
Reward,MostlyReward,f,1213,3,43,36,0.05,0.5,0.5
Reward,MostlyReward,f,1090,4,44,36,0.05,0.5,0.5
Reward,MostlyReward,f,1278,5,45,36,0.05,0.5,0.5
Neutral,MostlyReward,f,1241,6,46,36,0.05,0.5,0.5
Reward,MostlyReward,f,1257,7,47,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1089,0,48,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1086,1,49,36,0.05,0.5,0.5
Reward,MostlyPunishment,f,1089,2,50,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1092,3,51,36,0.05,0.5,0.5
Reward,MostlyPunishment,f,1278,4,52,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1259,5,53,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1227,6,54,36,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1233,7,55,36,0.05,0.5,0.5
Reward,MostlyReward,f,1081,0,56,36,0.05,0.5,0.5
Reward,MostlyReward,f,1082,1,57,36,0.05,0.5,0.5
Punishment,MostlyReward,f,1220,2,58,36,0.05,0.5,0.5
Reward,MostlyReward,f,1238,3,59,36,0.05,0.5,0.5
Punishment,MostlyReward,f,1084,4,60,36,0.05,0.5,0.5
Reward,MostlyReward,f,1091,5,61,36,0.05,0.5,0.5
Reward,MostlyReward,f,1200,6,62,36,0.05,0.5,0.5
Reward,MostlyReward,f,1080,7,63,36,0.05,0.5,0.5
Reward,MostlyReward,j,1026,0,0,37,0.05,0.5,0.5
Reward,MostlyReward,j,1744,1,1,37,0.05,0.5,0.5
Punishment,MostlyReward,j,1589,2,2,37,0.05,0.5,0.5
Reward,MostlyReward,j,1459,3,3,37,0.05,0.5,0.5
Reward,MostlyReward,j,1453,4,4,37,0.05,0.5,0.5
Reward,MostlyReward,j,1385,5,5,37,0.05,0.5,0.5
Neutral,MostlyReward,j,1372,6,6,37,0.05,0.5,0.5
Reward,MostlyReward,j,1164,7,7,37,0.05,0.5,0.5
Reward,MostlyPunishment,j,1366,0,8,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1363,1,9,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1274,2,10,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1295,3,11,37,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1277,4,12,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1281,5,13,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1252,6,14,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1268,7,15,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1149,0,16,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1149,1,17,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1132,2,18,37,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1254,3,19,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1131,4,20,37,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1129,5,21,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1128,6,22,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1265,7,23,37,0.05,0.5,0.5
Reward,MostlyReward,j,1115,0,24,37,0.05,0.5,0.5
Reward,MostlyReward,j,1113,1,25,37,0.05,0.5,0.5
Punishment,MostlyReward,j,1293,2,26,37,0.05,0.5,0.5
Reward,MostlyReward,j,1252,3,27,37,0.05,0.5,0.5
Punishment,MostlyReward,j,1226,4,28,37,0.05,0.5,0.5
Reward,MostlyReward,j,1241,5,29,37,0.05,0.5,0.5
Reward,MostlyReward,j,1210,6,30,37,0.05,0.5,0.5
Reward,MostlyReward,j,1117,7,31,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1113,0,32,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1235,1,33,37,0.05,0.5,0.5
Reward,MostlyPunishment,j,1097,2,34,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1236,3,35,37,0.05,0.5,0.5
Reward,MostlyPunishment,j,1222,4,36,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1097,5,37,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1221,6,38,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1096,7,39,37,0.05,0.5,0.5
Reward,MostlyReward,j,1103,0,40,37,0.05,0.5,0.5
Neutral,MostlyReward,j,1095,1,41,37,0.05,0.5,0.5
Reward,MostlyReward,j,1097,2,42,37,0.05,0.5,0.5
Reward,MostlyReward,j,1094,3,43,37,0.05,0.5,0.5
Reward,MostlyReward,j,1241,4,44,37,0.05,0.5,0.5
Reward,MostlyReward,j,1241,5,45,37,0.05,0.5,0.5
Neutral,MostlyReward,j,1089,6,46,37,0.05,0.5,0.5
Reward,MostlyReward,j,1195,7,47,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1212,0,48,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1217,1,49,37,0.05,0.5,0.5
Reward,MostlyPunishment,j,1228,2,50,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1199,3,51,37,0.05,0.5,0.5
Reward,MostlyPunishment,j,1200,4,52,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1230,5,53,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1209,6,54,37,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1084,7,55,37,0.05,0.5,0.5
Reward,MostlyReward,j,1198,0,56,37,0.05,0.5,0.5
Reward,MostlyReward,j,1194,1,57,37,0.05,0.5,0.5
Punishment,MostlyReward,j,1090,2,58,37,0.05,0.5,0.5
Reward,MostlyReward,j,1091,3,59,37,0.05,0.5,0.5
Punishment,MostlyReward,j,1091,4,60,37,0.05,0.5,0.5
Reward,MostlyReward,j,1201,5,61,37,0.05,0.5,0.5
Reward,MostlyReward,j,1083,6,62,37,0.05,0.5,0.5
Reward,MostlyReward,j,1191,7,63,37,0.05,0.5,0.5
Reward,MostlyReward,j,1033,0,0,38,0.05,0.5,0.5
Reward,MostlyReward,j,1180,1,1,38,0.05,0.5,0.5
Punishment,MostlyReward,j,1182,2,2,38,0.05,0.5,0.5
Reward,MostlyReward,j,2306,3,3,38,0.05,0.5,0.5
Reward,MostlyReward,j,1826,4,4,38,0.05,0.5,0.5
Reward,MostlyReward,j,1142,5,5,38,0.05,0.5,0.5
Neutral,MostlyReward,j,1123,6,6,38,0.05,0.5,0.5
Reward,MostlyReward,j,1154,7,7,38,0.05,0.5,0.5
Reward,MostlyPunishment,j,1113,0,8,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1120,1,9,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1114,2,10,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,2021,3,11,38,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1129,4,12,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1711,5,13,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1115,6,14,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1114,7,15,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1595,0,16,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1493,1,17,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1502,2,18,38,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1443,3,19,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1120,4,20,38,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1118,5,21,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1115,6,22,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1421,7,23,38,0.05,0.5,0.5
Reward,MostlyReward,j,1111,0,24,38,0.05,0.5,0.5
Reward,MostlyReward,j,1443,1,25,38,0.05,0.5,0.5
Punishment,MostlyReward,j,1404,2,26,38,0.05,0.5,0.5
Reward,MostlyReward,j,1094,3,27,38,0.05,0.5,0.5
Punishment,MostlyReward,j,1400,4,28,38,0.05,0.5,0.5
Reward,MostlyReward,j,1377,5,29,38,0.05,0.5,0.5
Reward,MostlyReward,j,1358,6,30,38,0.05,0.5,0.5
Reward,MostlyReward,j,1103,7,31,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1360,0,32,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1306,1,33,38,0.05,0.5,0.5
Reward,MostlyPunishment,j,1285,2,34,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1104,3,35,38,0.05,0.5,0.5
Reward,MostlyPunishment,j,1290,4,36,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1284,5,37,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1254,6,38,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1099,7,39,38,0.05,0.5,0.5
Reward,MostlyReward,j,1280,0,40,38,0.05,0.5,0.5
Neutral,MostlyReward,j,1096,1,41,38,0.05,0.5,0.5
Reward,MostlyReward,j,1123,2,42,38,0.05,0.5,0.5
Reward,MostlyReward,j,1237,3,43,38,0.05,0.5,0.5
Reward,MostlyReward,j,1304,4,44,38,0.05,0.5,0.5
Reward,MostlyReward,j,1262,5,45,38,0.05,0.5,0.5
Neutral,MostlyReward,j,1088,6,46,38,0.05,0.5,0.5
Reward,MostlyReward,j,1253,7,47,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1099,0,48,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1206,1,49,38,0.05,0.5,0.5
Reward,MostlyPunishment,j,1224,2,50,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1088,3,51,38,0.05,0.5,0.5
Reward,MostlyPunishment,j,1085,4,52,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1265,5,53,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1082,6,54,38,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1084,7,55,38,0.05,0.5,0.5
Reward,MostlyReward,j,1236,0,56,38,0.05,0.5,0.5
Reward,MostlyReward,j,1082,1,57,38,0.05,0.5,0.5
Punishment,MostlyReward,j,1092,2,58,38,0.05,0.5,0.5
Reward,MostlyReward,j,1090,3,59,38,0.05,0.5,0.5
Punishment,MostlyReward,j,1080,4,60,38,0.05,0.5,0.5
Reward,MostlyReward,j,1248,5,61,38,0.05,0.5,0.5
Reward,MostlyReward,j,1255,6,62,38,0.05,0.5,0.5
Reward,MostlyReward,j,1072,7,63,38,0.05,0.5,0.5
Reward,MostlyReward,f,1109,0,0,39,0.05,0.5,0.5
Reward,MostlyReward,f,1428,1,1,39,0.05,0.5,0.5
Punishment,MostlyReward,f,1397,2,2,39,0.05,0.5,0.5
Reward,MostlyReward,f,1427,3,3,39,0.05,0.5,0.5
Reward,MostlyReward,f,1353,4,4,39,0.05,0.5,0.5
Reward,MostlyReward,f,1390,5,5,39,0.05,0.5,0.5
Neutral,MostlyReward,f,1387,6,6,39,0.05,0.5,0.5
Reward,MostlyReward,f,1228,7,7,39,0.05,0.5,0.5
Reward,MostlyPunishment,f,1375,0,8,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1182,1,9,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1387,2,10,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1186,3,11,39,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1322,4,12,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1324,5,13,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1296,6,14,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1370,7,15,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1150,0,16,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1300,1,17,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1245,2,18,39,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1171,3,19,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1260,4,20,39,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1269,5,21,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1144,6,22,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1292,7,23,39,0.05,0.5,0.5
Reward,MostlyReward,f,1241,0,24,39,0.05,0.5,0.5
Reward,MostlyReward,f,1128,1,25,39,0.05,0.5,0.5
Punishment,MostlyReward,f,1261,2,26,39,0.05,0.5,0.5
Reward,MostlyReward,f,1117,3,27,39,0.05,0.5,0.5
Punishment,MostlyReward,f,1122,4,28,39,0.05,0.5,0.5
Reward,MostlyReward,f,1114,5,29,39,0.05,0.5,0.5
Reward,MostlyReward,f,1120,6,30,39,0.05,0.5,0.5
Reward,MostlyReward,f,1113,7,31,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1254,0,32,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1107,1,33,39,0.05,0.5,0.5
Reward,MostlyPunishment,f,1251,2,34,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1263,3,35,39,0.05,0.5,0.5
Reward,MostlyPunishment,f,1110,4,36,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1245,5,37,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1101,6,38,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1234,7,39,39,0.05,0.5,0.5
Reward,MostlyReward,f,1094,0,40,39,0.05,0.5,0.5
Neutral,MostlyReward,f,1228,1,41,39,0.05,0.5,0.5
Reward,MostlyReward,f,1105,2,42,39,0.05,0.5,0.5
Reward,MostlyReward,f,1104,3,43,39,0.05,0.5,0.5
Reward,MostlyReward,f,1097,4,44,39,0.05,0.5,0.5
Reward,MostlyReward,f,1241,5,45,39,0.05,0.5,0.5
Neutral,MostlyReward,f,1235,6,46,39,0.05,0.5,0.5
Reward,MostlyReward,f,1077,7,47,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1209,0,48,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1093,1,49,39,0.05,0.5,0.5
Reward,MostlyPunishment,f,1090,2,50,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1261,3,51,39,0.05,0.5,0.5
Reward,MostlyPunishment,f,1090,4,52,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1233,5,53,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1084,6,54,39,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1084,7,55,39,0.05,0.5,0.5
Reward,MostlyReward,f,1089,0,56,39,0.05,0.5,0.5
Reward,MostlyReward,f,1084,1,57,39,0.05,0.5,0.5
Punishment,MostlyReward,f,1241,2,58,39,0.05,0.5,0.5
Reward,MostlyReward,f,1087,3,59,39,0.05,0.5,0.5
Punishment,MostlyReward,f,1082,4,60,39,0.05,0.5,0.5
Reward,MostlyReward,f,1229,5,61,39,0.05,0.5,0.5
Reward,MostlyReward,f,1224,6,62,39,0.05,0.5,0.5
Reward,MostlyReward,f,1083,7,63,39,0.05,0.5,0.5
Reward,MostlyReward,j,1096,0,0,40,0.05,0.5,0.5
Reward,MostlyReward,j,1393,1,1,40,0.05,0.5,0.5
Punishment,MostlyReward,j,1310,2,2,40,0.05,0.5,0.5
Reward,MostlyReward,j,1489,3,3,40,0.05,0.5,0.5
Reward,MostlyReward,j,1441,4,4,40,0.05,0.5,0.5
Reward,MostlyReward,j,1392,5,5,40,0.05,0.5,0.5
Neutral,MostlyReward,j,1205,6,6,40,0.05,0.5,0.5
Reward,MostlyReward,j,1218,7,7,40,0.05,0.5,0.5
Reward,MostlyPunishment,j,1231,0,8,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1171,1,9,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1156,2,10,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1140,3,11,40,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1132,4,12,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1149,5,13,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1527,6,14,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1466,7,15,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1126,0,16,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1453,1,17,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1409,2,18,40,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1353,3,19,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1351,4,20,40,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1337,5,21,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1302,6,22,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1138,7,23,40,0.05,0.5,0.5
Reward,MostlyReward,j,1112,0,24,40,0.05,0.5,0.5
Reward,MostlyReward,j,1120,1,25,40,0.05,0.5,0.5
Punishment,MostlyReward,j,1130,2,26,40,0.05,0.5,0.5
Reward,MostlyReward,j,1340,3,27,40,0.05,0.5,0.5
Punishment,MostlyReward,j,1294,4,28,40,0.05,0.5,0.5
Reward,MostlyReward,j,1116,5,29,40,0.05,0.5,0.5
Reward,MostlyReward,j,1336,6,30,40,0.05,0.5,0.5
Reward,MostlyReward,j,1306,7,31,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1381,0,32,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1105,1,33,40,0.05,0.5,0.5
Reward,MostlyPunishment,j,1110,2,34,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1267,3,35,40,0.05,0.5,0.5
Reward,MostlyPunishment,j,1103,4,36,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1239,5,37,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1106,6,38,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1087,7,39,40,0.05,0.5,0.5
Reward,MostlyReward,j,1097,0,40,40,0.05,0.5,0.5
Neutral,MostlyReward,j,1268,1,41,40,0.05,0.5,0.5
Reward,MostlyReward,j,1087,2,42,40,0.05,0.5,0.5
Reward,MostlyReward,j,1255,3,43,40,0.05,0.5,0.5
Reward,MostlyReward,j,1259,4,44,40,0.05,0.5,0.5
Reward,MostlyReward,j,1099,5,45,40,0.05,0.5,0.5
Neutral,MostlyReward,j,1243,6,46,40,0.05,0.5,0.5
Reward,MostlyReward,j,1260,7,47,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1092,0,48,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1096,1,49,40,0.05,0.5,0.5
Reward,MostlyPunishment,j,1243,2,50,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1245,3,51,40,0.05,0.5,0.5
Reward,MostlyPunishment,j,1245,4,52,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1086,5,53,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1088,6,54,40,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1092,7,55,40,0.05,0.5,0.5
Reward,MostlyReward,j,1233,0,56,40,0.05,0.5,0.5
Reward,MostlyReward,j,1084,1,57,40,0.05,0.5,0.5
Punishment,MostlyReward,j,1083,2,58,40,0.05,0.5,0.5
Reward,MostlyReward,j,1251,3,59,40,0.05,0.5,0.5
Punishment,MostlyReward,j,1086,4,60,40,0.05,0.5,0.5
Reward,MostlyReward,j,1090,5,61,40,0.05,0.5,0.5
Reward,MostlyReward,j,1252,6,62,40,0.05,0.5,0.5
Reward,MostlyReward,j,1082,7,63,40,0.05,0.5,0.5
Reward,MostlyReward,f,1035,0,0,41,0.05,0.5,0.5
Reward,MostlyReward,f,1174,1,1,41,0.05,0.5,0.5
Punishment,MostlyReward,f,1160,2,2,41,0.05,0.5,0.5
Reward,MostlyReward,f,1194,3,3,41,0.05,0.5,0.5
Reward,MostlyReward,f,1149,4,4,41,0.05,0.5,0.5
Reward,MostlyReward,f,2661,5,5,41,0.05,0.5,0.5
Neutral,MostlyReward,f,1138,6,6,41,0.05,0.5,0.5
Reward,MostlyReward,f,2285,7,7,41,0.05,0.5,0.5
Reward,MostlyPunishment,f,1661,0,8,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1637,1,9,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1553,2,10,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1436,3,11,41,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1130,4,12,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1441,5,13,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1378,6,14,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1378,7,15,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1120,0,16,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1321,1,17,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1365,2,18,41,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1159,3,19,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1124,4,20,41,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1127,5,21,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1342,6,22,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1117,7,23,41,0.05,0.5,0.5
Reward,MostlyReward,f,1110,0,24,41,0.05,0.5,0.5
Reward,MostlyReward,f,1370,1,25,41,0.05,0.5,0.5
Punishment,MostlyReward,f,1108,2,26,41,0.05,0.5,0.5
Reward,MostlyReward,f,1106,3,27,41,0.05,0.5,0.5
Punishment,MostlyReward,f,1308,4,28,41,0.05,0.5,0.5
Reward,MostlyReward,f,1300,5,29,41,0.05,0.5,0.5
Reward,MostlyReward,f,1099,6,30,41,0.05,0.5,0.5
Reward,MostlyReward,f,1097,7,31,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1285,0,32,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1100,1,33,41,0.05,0.5,0.5
Reward,MostlyPunishment,f,1097,2,34,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1097,3,35,41,0.05,0.5,0.5
Reward,MostlyPunishment,f,1094,4,36,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1272,5,37,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1099,6,38,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1098,7,39,41,0.05,0.5,0.5
Reward,MostlyReward,f,1089,0,40,41,0.05,0.5,0.5
Neutral,MostlyReward,f,1328,1,41,41,0.05,0.5,0.5
Reward,MostlyReward,f,1310,2,42,41,0.05,0.5,0.5
Reward,MostlyReward,f,1262,3,43,41,0.05,0.5,0.5
Reward,MostlyReward,f,1098,4,44,41,0.05,0.5,0.5
Reward,MostlyReward,f,1092,5,45,41,0.05,0.5,0.5
Neutral,MostlyReward,f,1087,6,46,41,0.05,0.5,0.5
Reward,MostlyReward,f,1288,7,47,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1290,0,48,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1248,1,49,41,0.05,0.5,0.5
Reward,MostlyPunishment,f,1084,2,50,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1088,3,51,41,0.05,0.5,0.5
Reward,MostlyPunishment,f,1085,4,52,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1244,5,53,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1227,6,54,41,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1080,7,55,41,0.05,0.5,0.5
Reward,MostlyReward,f,1243,0,56,41,0.05,0.5,0.5
Reward,MostlyReward,f,1097,1,57,41,0.05,0.5,0.5
Punishment,MostlyReward,f,1286,2,58,41,0.05,0.5,0.5
Reward,MostlyReward,f,1247,3,59,41,0.05,0.5,0.5
Punishment,MostlyReward,f,1073,4,60,41,0.05,0.5,0.5
Reward,MostlyReward,f,1247,5,61,41,0.05,0.5,0.5
Reward,MostlyReward,f,1230,6,62,41,0.05,0.5,0.5
Reward,MostlyReward,f,1083,7,63,41,0.05,0.5,0.5
Reward,MostlyReward,j,1109,0,0,42,0.05,0.5,0.5
Reward,MostlyReward,j,1263,1,1,42,0.05,0.5,0.5
Punishment,MostlyReward,f,1593,2,2,42,0.05,0.5,0.5
Reward,MostlyReward,j,1209,3,3,42,0.05,0.5,0.5
Reward,MostlyReward,j,1185,4,4,42,0.05,0.5,0.5
Reward,MostlyReward,j,1158,5,5,42,0.05,0.5,0.5
Neutral,MostlyReward,j,1129,6,6,42,0.05,0.5,0.5
Reward,MostlyReward,f,1687,7,7,42,0.05,0.5,0.5
Reward,MostlyPunishment,f,1463,0,8,42,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1132,1,9,42,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1339,2,10,42,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1148,3,11,42,0.05,0.5,0.5
Neutral,MostlyPunishment,j,1130,4,12,42,0.05,0.5,0.5
Punishment,MostlyPunishment,j,1122,5,13,42,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1391,6,14,42,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1377,7,15,42,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1383,0,16,42,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1330,1,17,42,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1315,2,18,42,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1327,3,19,42,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1301,4,20,42,0.05,0.5,0.5
Neutral,MostlyPunishment,f,1303,5,21,42,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1248,6,22,42,0.05,0.5,0.5
Punishment,MostlyPunishment,f,1276,7,23,42,0.05,0.5,0.5
Reward,MostlyReward,f,1210,0,24,42,0.05,0.5,0.5
