"","HCPID","ParamID.m1","ans.m1","bll.m1","lf.m1","PSwitch.LL.m1","PSwitch.mean_Punishment.m1","PSwitch.mean_Reward.m1","PSwitch.sd_Punishment.m1","PSwitch.sd_Reward.m1","ParamID.m2","ans.m2","bll.m2","lf.m2","PSwitch.LL.m2","PSwitch.mean_Punishment.m2","PSwitch.mean_Reward.m2","PSwitch.sd_Punishment.m2","PSwitch.sd_Reward.m2","Punishment.subj","Reward.subj","best_model","maxLL_diff"
"97","142828_fnca",108,0.45,0.35,0.1,-4.93387261684811,0.4344,0.392,0.155026791627928,0.157324570262128,71,0.3,0.45,0.1,-6.72169645687363,0.2984,0.3024,0.213993705801009,0.248707351999846,0.65,0.475,"m1",1.78782384002552
"98","142424_fnca",128,0.5,0.7,0.1,-4.39005366326256,0.464,0.4272,0.18070158058105,0.153636730302227,21,0.1,0.55,0.1,-5.36421263087892,0.192,0.1992,0.251428571428571,0.263166277847141,0.668421052631579,0.522222222222222,"m1",0.974158967616362
"99","141826_fnca",118,0.5,0.2,0.1,-4.27682515309614,0.36,0.38,0.149666295470958,0.194327726550079,104,0.4,0.8,0.1,-6.55468757900968,0.3816,0.332,0.180377834739488,0.196997876296437,0.35,0.389473684210526,"m1",2.27786242591354
"100","141422_fnca",121,0.5,0.35,0.1,-4.74274844481616,0.4688,0.4032,0.158779014703468,0.147211357148385,31,0.15,0.4,0.1,-6.38783624425564,0.0968,0.096,0.195807485629563,0.194117574302435,0.65,0.55,"m1",1.64508779943948
"101","140925_fnca",90,0.35,0.75,0.1,-4.11697180035925,0.268,0.2312,0.208590997125074,0.205760312311313,95,0.4,0.35,0.1,-5.59233508492289,0.3736,0.3584,0.183856199353778,0.19958487530116,0.35,0.178947368421053,"m1",1.47536328456364
"102","140824_fnca",93,0.4,0.25,0.1,-4.6994798900258,0.2736,0.2952,0.167255883640143,0.203301726103677,105,0.45,0.2,0.1,-9.60510408307452,0.4136,0.388,0.198049262063966,0.180927316559858,0.125,0.425,"m1",4.90562419304872
"103","140117_fnca",128,0.5,0.7,0.1,-5.36633442720556,0.4488,0.436,0.130628621422313,0.13431610598335,41,0.2,0.25,0.1,-8.81599786680835,0.2328,0.22,0.250738012715281,0.240848839036658,0.675,0.65,"m1",3.44966343960278
"104","139637_fnca",107,0.45,0.3,0.1,-4.35245466605816,0.384,0.4128,0.180520788559215,0.198350750964455,93,0.4,0.25,0.1,-7.73566983387127,0.3688,0.3656,0.188014762772523,0.192090114906775,0.375,0.536842105263158,"m1",3.38321516781311
"105","139233_fnca",121,0.5,0.35,0.1,-4.66089400743426,0.4624,0.3944,0.130095098654321,0.151619286910555,11,0.05,0.7,0.1,-4.74817796794414,0.1296,0.1376,0.226210665765614,0.238520610498659,0.725,0.425,"m1",0.0872839605098807
"106","138534_fnca",128,0.5,0.7,0.1,-5.49392533435975,0.412,0.4336,0.165665017306563,0.160277310704075,101,0.4,0.65,0.1,-15.0380551901364,0.3408,0.3272,0.202714638074797,0.19237548318487,0.25,0.65,"m1",9.5441298557767
"107","138231_fnca",128,0.5,0.7,0.1,-5.07700808049619,0.4552,0.424,0.143174504628129,0.142971382893678,21,0.1,0.55,0.1,-6.14569599328381,0.1736,0.1672,0.2495527427791,0.241314766076448,0.75,0.5,"m1",1.06868791278761
"108","137936_fnca",115,0.45,0.7,0.1,-4.57377596463134,0.3888,0.3432,0.153551693084054,0.186234874745383,63,0.25,0.7,0.1,-7.4415311240196,0.1792,0.16,0.221938031432016,0.201707001082546,0.475,0.257894736842105,"m1",2.86775515938826
"109","137633_fnca",39,0.15,0.8,0.1,-3.8483293327096,0.0808,0.0792,0.199016356624479,0.19166126582157,100,0.4,0.6,0.1,-6.69279380730688,0.364,0.3528,0.175987012507823,0.181547092895412,0.1,0.0277777777777778,"m1",2.84446447459728
"110","137128_fnca",128,0.5,0.7,0.1,-4.23309837860829,0.4104,0.3704,0.180667244018456,0.17553370511857,73,0.3,0.55,0.1,-6.42176715657477,0.2384,0.2344,0.214260569953351,0.230988647128037,0.45,0.325,"m1",2.18866877796648
"111","137027_fnca",124,0.5,0.5,0.1,-4.81314529382733,0.4096,0.4152,0.147149237032285,0.148327271908563,93,0.4,0.25,0.1,-9.05219294362562,0.336,0.3304,0.213503333625936,0.200376787934274,0.2,0.633333333333333,"m1",4.23904764979829
"112","136833_fnca",119,0.5,0.25,0.1,-7.10094145676672,0.448,0.4448,0.127006347262245,0.132206393991535,91,0.35,0.8,0.1,-15.3214516500148,0.3352,0.32,0.207907357704712,0.214419006163357,0.85,0.694736842105263,"m1",8.22051019324808
"113","136227_fnca",86,0.35,0.55,0.1,-3.89966176085842,0.3392,0.3576,0.193315223172424,0.201611467117993,104,0.4,0.8,0.1,-5.44593320089882,0.3176,0.324,0.186990777902035,0.206387786381237,0.325,0.4,"m1",1.54627144004041
"114","135932_fnca",87,0.35,0.6,0.1,-5.14228572604999,0.3024,0.3144,0.217617526304988,0.225697648573104,84,0.35,0.45,0.1,-11.4678046366901,0.3168,0.312,0.201681098038766,0.219832960704815,0.25,0.4,"m1",6.32551891064015
"115","135528_fnca",127,0.5,0.65,0.1,-4.65650509810729,0.4392,0.4208,0.139149603825875,0.144841081104465,11,0.05,0.7,0.1,-6.14110094108042,0.1296,0.12,0.220509243639835,0.202675975439637,0.663157894736842,0.475,"m1",1.48459584297313
"116","135225_fnca",119,0.5,0.25,0.1,-5.79443449554759,0.4128,0.4184,0.155537776761789,0.178375435299728,61,0.25,0.6,0.1,-11.8179606633149,0.2328,0.2096,0.250738012715281,0.231630952075027,0.55,0.65,"m1",6.02352616776728
"117","134234_fnca",137,NA,0.5,0.1,-3.77361900552,0.172,0.16,0.257871982161059,0.240136015879437,106,0.45,0.25,0.1,-4.22227617571204,0.3848,0.3584,0.171598011500776,0.174254798194706,0.178947368421053,0.125,"m1",0.44865717019204
"118","133982_fnca",126,0.5,0.6,0.1,-4.02594051045665,0.4408,0.4416,0.138443829322765,0.156900592472965,41,0.2,0.25,0.1,-4.00735104639894,0.172,0.1512,0.235640681148746,0.221945387656605,0.6,0.45,"m2",0.0185894640577136
"119","133827_fnca",121,0.5,0.35,0.1,-4.48352256835341,0.4624,0.4368,0.141631312115042,0.165978115105208,31,0.15,0.4,0.1,-5.69966840296813,0.1256,0.1296,0.210888886499454,0.216624946271058,0.675,0.510526315789474,"m1",1.21614583461472
"120","133625_fnca",91,0.35,0.8,0.1,-3.91886990394256,0.268,0.2328,0.212314745178963,0.203750948413969,43,0.2,0.35,0.1,-4.72456681718447,0.2336,0.2352,0.258012497719765,0.254351837309773,0.35,0.15,"m1",0.805696913241909
"121","133019_fnca",121,0.5,0.35,0.1,-4.6152163698132,0.4096,0.4232,0.131443477415587,0.165436219907077,81,0.35,0.3,0.1,-9.30431094032037,0.3376,0.3112,0.23381974567899,0.223265559825249,0.310526315789474,0.65,"m1",4.68909457050717
"122","132118_fnca",120,0.5,0.3,0.1,-8.13035837555784,0.4384,0.4216,0.161818240186769,0.149930051718004,101,0.4,0.65,0.1,-22.3437191660689,0.3416,0.3152,0.186255913479606,0.196065794870924,0.825,0.617647058823529,"m1",14.2133607905111
"123","131924_fnca",130,0.5,0.8,0.1,-4.99433337868785,0.4568,0.4024,0.127029483963048,0.133623901076026,72,0.3,0.5,0.1,-9.75403474961234,0.2112,0.1984,0.212589860952003,0.223363527251256,0.55,0.375,"m1",4.75970137092449
"124","131722_fnca",45,0.2,0.45,0.1,-3.96292097725777,0.2448,0.2144,0.268223482817396,0.228679974226527,95,0.4,0.35,0.1,-5.10173450797176,0.3616,0.3592,0.201862349543607,0.192171691941538,0.283333333333333,0.15,"m1",1.138813530714
"125","131217_fnca",122,0.5,0.4,0.1,-5.49003655133722,0.4528,0.4336,0.173781941712326,0.17111590534262,51,0.2,0.75,0.1,-9.31822898932179,0.184,0.1664,0.254782820681234,0.227764289186368,0.625,0.761111111111111,"m1",3.82819243798457
"126","130922_fnca",104,0.4,0.8,0.1,-3.73650559518985,0.3632,0.3112,0.199073773629122,0.208127119710968,63,0.25,0.7,0.1,-3.87194658634312,0.2312,0.2104,0.243416498694593,0.233631141340536,0.4,0.309210526315789,"m1",0.135440991153271
"127","130316_fnca",110,0.45,0.45,0.1,-5.18543022912136,0.4112,0.424,0.175762362760818,0.188657988791076,102,0.4,0.7,0.1,-12.854630956387,0.3328,0.3168,0.217959367117556,0.200218655984106,0.25,0.7,"m1",7.66920072726563
"128","130013_fnca",61,0.25,0.6,0.1,-4.82995855075976,0.2232,0.2408,0.238374084333076,0.260422263069118,84,0.35,0.45,0.1,-10.5247410004183,0.272,0.256,0.205555494269771,0.19695643359559,0.2,0.3,"m1",5.69478244965849
"129","129028_fnca",122,0.5,0.4,0.1,-4.93977798715326,0.4312,0.4328,0.150382369787343,0.166537854984556,81,0.35,0.3,0.1,-9.73009604374802,0.2904,0.3008,0.198411652060733,0.224570701561891,0.425,0.725,"m1",4.79031805659476
"130","128632_fnca",121,0.5,0.35,0.1,-4.28819090752212,0.4712,0.4328,0.132119920789364,0.129977078041963,62,0.25,0.65,0.1,-6.32470528386801,0.2352,0.2384,0.235000998695229,0.236292451104515,0.525,0.4,"m1",2.03651437634589
"131","128329_fnca",130,0.5,0.8,0.1,-4.13349963844613,0.4648,0.4328,0.151808687337123,0.17003048946274,101,0.4,0.65,0.1,-5.04005104085873,0.356,0.3424,0.197163559989556,0.18989320306801,0.525,0.55,"m1",0.906551402412592
"132","128127_fnca",127,0.5,0.65,0.1,-8.81850703004842,0.464,0.4448,0.142054890224641,0.162156890519204,101,0.4,0.65,0.1,-25.8582098346599,0.356,0.3448,0.183258488123709,0.209939155422689,0.825,0.975,"m1",17.0397028046115
"133","127933_fnca",102,0.4,0.7,0.1,-4.36560505307975,0.3136,0.32,0.194514151418453,0.202514801676221,94,0.4,0.3,0.1,-7.63545855630218,0.4096,0.3688,0.175673165920381,0.186094555733018,0.25,0.4,"m1",3.26985350322243
"134","127630_fnca",129,0.5,0.75,0.1,-4.00222893429175,0.3696,0.3992,0.144009070009142,0.185954130837447,73,0.3,0.55,0.1,-6.32639906830603,0.2064,0.2096,0.216896100396819,0.211128744937243,0.335526315789474,0.489473684210526,"m1",2.32417013401428
"135","126628_fnca",26,0.1,0.8,0.1,-4.14898632487704,0.1456,0.1144,0.244950307330333,0.198444563790393,107,0.45,0.3,0.1,-6.54294148669754,0.3784,0.3528,0.208897592330866,0.184756210025149,0.175,0.05,"m1",2.39395516182051
"136","126325_fnca",119,0.5,0.25,0.1,-3.83361514263757,0.4512,0.3912,0.172953220052506,0.154452819557908,52,0.2,0.8,0.1,-4.33022412646814,0.256,0.2608,0.241762237729213,0.264620174466525,0.525,0.375,"m1",0.496608983830568
"137","125525_fnca",128,0.5,0.7,0.1,-6.44259076735054,0.4696,0.4008,0.142699341416898,0.147133702905256,11,0.05,0.7,0.1,-10.875626602958,0.0824,0.0816,0.194354609633305,0.192760399015388,0.9,0.525,"m1",4.4330358356075
"138","124826_fnca",126,0.5,0.6,0.1,-4.83630565043254,0.4384,0.4168,0.135456296137409,0.151851699942774,31,0.15,0.4,0.1,-6.66922491930604,0.1424,0.1376,0.224994875225084,0.221631796142215,0.675,0.533333333333333,"m1",1.8329192688735
"139","124422_fnca",128,0.5,0.7,0.1,-4.0740311390176,0.456,0.444,0.111976673955802,0.131862637248164,41,0.2,0.25,0.1,-4.57904383970685,0.2184,0.208,0.253525025935331,0.246576560118759,0.575,0.489473684210526,"m1",0.50501270068925
"140","124220_fnca",121,0.5,0.35,0.1,-5.41387409962265,0.4216,0.416,0.159634275895925,0.156074288957116,51,0.2,0.75,0.1,-7.76180754710511,0.2216,0.2112,0.257106029108774,0.246449398705797,0.625,0.65,"m1",2.34793344748246
"141","123925_fnca",123,0.5,0.45,0.1,-6.24763280852164,0.4152,0.4232,0.15792325700175,0.153562325311588,51,0.2,0.75,0.1,-16.7802048903945,0.1952,0.1856,0.237351371324009,0.236954830794256,0.325,0.75,"m1",10.5325720818728
"142","123420_fnca",122,0.5,0.4,0.1,-4.47444273803749,0.4464,0.4368,0.123184944746689,0.129006248859883,81,0.35,0.3,0.1,-6.49517668658369,0.3256,0.3064,0.22971286424578,0.217084202604446,0.494444444444444,0.65,"m1",2.02073394854621
"143","123117_fnca",119,0.5,0.25,0.1,-3.90405237691984,0.4632,0.4288,0.156719429528813,0.163240651199637,42,0.2,0.3,0.1,-4.43353151677164,0.2096,0.1968,0.251890484787597,0.239023865258817,0.525,0.35,"m1",0.529479139851802
"144","122620_fnca",126,0.5,0.6,0.1,-6.99594671050495,0.4296,0.4272,0.161383811746648,0.152997799103818,71,0.3,0.45,0.1,-15.6606321845529,0.2584,0.2656,0.229456856466726,0.226239533527216,0.675,0.8,"m1",8.6646854740479
"145","122317_fnca",121,0.5,0.35,0.1,-6.21165045453604,0.48,0.4568,0.149447963778537,0.133055765507151,93,0.4,0.25,0.1,-13.7772864159548,0.304,0.3104,0.195959179422654,0.200824423264681,0.833333333333333,0.231578947368421,"m1",7.56563596141879
"146","121618_fnca",123,0.5,0.45,0.1,-5.88089139397146,0.456,0.404,0.15161713327339,0.163282652139766,11,0.05,0.7,0.1,-13.3587874105155,0.148,0.1528,0.222233559801486,0.22434521503746,0.75,0.457894736842105,"m1",7.47789601654402
"147","121315_fnca",122,0.5,0.4,0.1,-5.51071956446506,0.4232,0.4488,0.153349540699192,0.16468448497608,93,0.4,0.25,0.1,-13.5832305377527,0.3728,0.3504,0.210180097700491,0.19370670023075,0.333333333333333,0.525,"m1",8.07251097328761
"148","120515_fnca",127,0.5,0.65,0.1,-4.92186898601385,0.4552,0.4176,0.170452459109062,0.153577209193531,72,0.3,0.5,0.1,-8.31994033971524,0.2216,0.236,0.225002131509178,0.245681060876636,0.6,0.6,"m1",3.39807135370139
"149","120212_fnca",129,0.5,0.75,0.1,-4.13148010603719,0.4176,0.4256,0.156942209564085,0.176081613730331,103,0.4,0.75,0.1,-6.82905833196283,0.3184,0.2952,0.21713684202195,0.191388481942901,0.4,0.542105263157895,"m1",2.69757822592564
"150","120111_fnca",116,0.45,0.75,0.1,-4.08750689185357,0.4256,0.3672,0.183882837587372,0.186164728459633,103,0.4,0.75,0.1,-5.61078681543305,0.3512,0.2896,0.192477297892717,0.201149350544539,0.425,0.377777777777778,"m1",1.52327992357948
"151","119833_fnca",124,0.5,0.5,0.1,-3.97238108105137,0.4192,0.452,0.138855967073211,0.178931066421156,101,0.4,0.65,0.1,-5.8389863808807,0.3256,0.3496,0.192090114906775,0.206792412918889,0.4,0.6,"m1",1.86660529982934
"152","118932_fnca",125,0.5,0.55,0.1,-3.78411255256183,0.44,0.4424,0.16121983976761,0.152777816532669,72,0.3,0.5,0.1,-4.75794935053793,0.2384,0.2376,0.210881144588266,0.224158835813959,0.436842105263158,0.475,"m1",0.973836797976095
"153","118730_fnca",38,0.15,0.75,0.1,-4.02598480915746,0.1752,0.1504,0.258711406468162,0.228936850752894,86,0.35,0.55,0.1,-5.70775641265539,0.2752,0.26,0.203261568689515,0.213235521794803,0.275,0.075,"m1",1.68177160349793
"154","118528_fnca",118,0.5,0.2,0.1,-4.19826231612475,0.4144,0.4264,0.174217316789657,0.175496496854391,103,0.4,0.75,0.1,-6.64209282433093,0.3672,0.3608,0.196074121761363,0.207372680388301,0.3,0.55,"m1",2.44383050820618
"155","117324_fnca",99,0.4,0.55,0.1,-5.12458342178929,0.3208,0.2776,0.210032456189659,0.179324810762767,22,0.1,0.6,0.1,-9.87379127963309,0.0976,0.1056,0.197810051126151,0.213772337417398,0.589473684210526,0.05,"m1",4.7492078578438
"156","117122_fnca",120,0.5,0.3,0.1,-4.97687209961866,0.408,0.4376,0.166009589100959,0.176572353210709,91,0.35,0.8,0.1,-8.31036640931933,0.288,0.276,0.202192068719476,0.202555107140184,0.533333333333333,0.675,"m1",3.33349430970066
"157","116524_fnca",126,0.5,0.6,0.1,-3.92547184004372,0.4328,0.3936,0.159527874859358,0.164896504337894,103,0.4,0.75,0.1,-4.71167965264302,0.3968,0.3728,0.184428958724834,0.189079834126935,0.510526315789474,0.35,"m1",0.7862078125993
"158","115320_fnca",127,0.5,0.65,0.1,-5.96517442048413,0.4504,0.4288,0.1641920229736,0.137390253048217,101,0.4,0.65,0.1,-10.749198468267,0.3296,0.304,0.205167527366575,0.202192068719476,0.775,0.55,"m1",4.78402404778288
"159","114924_fnca",100,0.4,0.6,0.1,-6.29809328304631,0.4136,0.3592,0.186150696030536,0.183301246419045,72,0.3,0.5,0.1,-13.0525348793123,0.3184,0.3168,0.229278905105835,0.216817801814504,0.775,0.15,"m1",6.75444159626595
"160","114419_fnca",115,0.45,0.7,0.1,-4.05431203869778,0.4376,0.44,0.15170540732698,0.144108802433354,101,0.4,0.65,0.1,-4.51121153463138,0.3344,0.2992,0.183349337582214,0.197492857013687,0.5,0.55,"m1",0.456899495933603
"161","113922_fnca",126,0.5,0.6,0.1,-5.51598166006641,0.4168,0.4616,0.175026995002462,0.166247418270578,51,0.2,0.75,0.1,-13.235928695253,0.156,0.1472,0.243813244019236,0.220046748279931,0.45,0.825,"m1",7.71994703518657
"162","113821_fnca",83,0.35,0.4,0.1,-4.03692269068259,0.3,0.2728,0.212775631564696,0.222445040219753,104,0.4,0.8,0.1,-4.98778816125762,0.3288,0.3048,0.18521515343304,0.197103929904184,0.35,0.25,"m1",0.950865470575029
"163","113619_fnca",120,0.5,0.3,0.1,-4.85026460108248,0.4384,0.4024,0.149875594669549,0.154054853734583,11,0.05,0.7,0.1,-6.35465158143385,0.1392,0.136,0.229603384743593,0.223807497457899,0.675,0.494444444444444,"m1",1.50438698035137
"164","113215_fnca",113,0.45,0.6,0.1,-4.94053956505649,0.3272,0.3424,0.184047908581057,0.200596661009508,104,0.4,0.8,0.1,-8.47247930251058,0.348,0.3168,0.199468682008081,0.198581089179186,0.111111111111111,0.5,"m1",3.53193973745409
"165","112819_fnca",104,0.4,0.8,0.1,-4.49648084079142,0.3656,0.3256,0.198279950513183,0.192429791066238,103,0.4,0.75,0.1,-6.618187395734,0.3432,0.3096,0.239467436327415,0.206318161278811,0.45,0.2,"m1",2.12170655494258
"166","111716_fnca",121,0.5,0.35,0.1,-4.85931220089944,0.4416,0.4304,0.149439223875973,0.15868027152557,72,0.3,0.5,0.1,-9.01102141605569,0.3136,0.28,0.25147532032924,0.23141093407219,0.575,0.475,"m1",4.15170921515625
"167","111413_fnca",100,0.4,0.6,0.1,-5.35151046444117,0.3664,0.316,0.202572839003754,0.189219665026268,103,0.4,0.75,0.1,-10.8318646293772,0.308,0.308,0.191108474379322,0.21015057769638,0.6,0.125,"m1",5.48035416493603
"168","111312_fnca",123,0.5,0.45,0.1,-5.28235686441503,0.4448,0.4304,0.136818664438649,0.15970585206458,51,0.2,0.75,0.1,-8.77825099684278,0.184,0.1856,0.239045721866879,0.249441498601355,0.65,0.7,"m1",3.49589413242774
"169","110411_fnca",114,0.45,0.65,0.1,-3.84752520785452,0.3872,0.416,0.168244719721856,0.17256764423476,103,0.4,0.75,0.1,-5.30986289647748,0.3384,0.3232,0.189040110202322,0.19120925603076,0.325,0.45,"m1",1.46233768862296
"170","109325_fnca",3,0.05,0.3,0.1,-3.75562854819339,0.0616,0.06,0.172038913490821,0.166843443664645,110,0.45,0.45,0.1,-6.5740361697521,0.3432,0.3632,0.179630459668778,0.187588781701914,0.05,0,"m1",2.8184076215587
"171","109123_fnca",32,0.15,0.45,0.1,-4.18101806890283,0.2112,0.2192,0.26298630367068,0.274552251448627,95,0.4,0.35,0.1,-6.1182782371246,0.4384,0.424,0.183562923649564,0.171237989300248,0.2,0.225,"m1",1.93726016822176
"172","108828_fnca",128,0.5,0.7,0.1,-5.01726313794336,0.4384,0.3944,0.158762561772,0.166404474037184,52,0.2,0.8,0.1,-7.81097120190273,0.2656,0.2664,0.247602050698705,0.255117099963679,0.725,0.3,"m1",2.79370806395937
"173","108525_fnca",111,0.45,0.5,0.1,-4.75957737789866,0.4032,0.3336,0.173292721563656,0.175868225251355,12,0.05,0.75,0.1,-6.75775963411675,0.14,0.1424,0.228321291702938,0.228594284571543,0.625,0.15,"m1",1.99818225621809
"174","108323_fnca",129,0.5,0.75,0.1,-5.464140571443,0.4208,0.4152,0.15145336724213,0.157509183405739,71,0.3,0.45,0.1,-8.82694451615306,0.2864,0.2904,0.230755281629695,0.23446822159682,0.611842105263158,0.663157894736842,"m1",3.36280394471005
"175","108121_fnca",121,0.5,0.35,0.1,-6.39816317377195,0.4416,0.4376,0.136656279678287,0.116383602183224,81,0.35,0.3,0.1,-14.6086790436199,0.2608,0.2528,0.207648053893395,0.220195089752293,0.525,0.85,"m1",8.2105158698479
"176","107422_fnca",26,0.1,0.8,0.1,-3.78190365064543,0.0848,0.084,0.195899182734177,0.191960880368467,100,0.4,0.6,0.1,-6.42623507080621,0.3312,0.2792,0.195799147399699,0.196705934048254,0.025,0.05,"m1",2.64433142016078
"177","107321_fnca",83,0.35,0.4,0.1,-3.94058506046927,0.2648,0.2808,0.209003857009621,0.21990573119463,105,0.45,0.2,0.1,-5.32592559767898,0.3768,0.3648,0.17743570264022,0.178087802238453,0.25,0.325,"m1",1.3853405372097
"178","106521_fnca",87,0.35,0.6,0.1,-4.48236719777768,0.3064,0.3288,0.196725852964194,0.219578817609662,104,0.4,0.8,0.1,-7.73963320606754,0.3712,0.352,0.188664911892996,0.196790575516829,0.2,0.425,"m1",3.25726600828987
"179","106319_fnca",120,0.5,0.3,0.1,-3.84608076313951,0.46,0.4072,0.16025489899863,0.156427462487915,103,0.4,0.75,0.1,-4.55151032010966,0.36,0.34,0.203960780543711,0.194495684858486,0.5,0.375,"m1",0.705429556970148
"180","106016_fnca",125,0.5,0.55,0.1,-5.03248343496977,0.4512,0.432,0.172953220052506,0.157739128478197,82,0.35,0.35,0.1,-9.65295910538785,0.2864,0.28,0.220034876641808,0.254654628058939,0.425,0.625,"m1",4.62047567041809
"181","105216_fnca",135,NA,0.4,0.1,-3.82495976384316,0.1024,0.104,0.199453948446804,0.198935944977477,100,0.4,0.6,0.1,-5.19703144114515,0.34,0.2928,0.200611310646194,0.199826863835181,0.05,0.125,"m1",1.37207167730199
"182","105115_fnca",133,NA,0.3,0.1,-3.78244437729212,0.06,0.0688,0.161472813153655,0.183042762930482,105,0.45,0.2,0.1,-8.1500499194022,0.4336,0.4024,0.158844809387615,0.160083651601917,0,0,"m1",4.36760554211008
"183","105014_fnca",125,0.5,0.55,0.1,-4.08834546804596,0.4416,0.3744,0.145452987004638,0.165568408699195,83,0.35,0.4,0.1,-6.259659945224,0.3208,0.3032,0.20689975883041,0.223674690894922,0.45,0.375,"m1",2.17131447717804
"184","104820_fnca",127,0.5,0.65,0.1,-4.26351075533525,0.4464,0.432,0.138884183140236,0.145012314747995,93,0.4,0.25,0.1,-7.40078361297149,0.3696,0.3512,0.201473753797828,0.198326056003229,0.4,0.45,"m1",3.13727285763624
"185","103818_fnca",116,0.45,0.75,0.1,-4.21564710046989,0.4,0.3504,0.184810990043385,0.165923021246576,12,0.05,0.75,0.1,-4.9161148293361,0.1064,0.1168,0.20644473490847,0.224948429464105,0.525,0.2,"m1",0.700467728866217
"186","103515_fnca",127,0.5,0.65,0.1,-5.11290721578283,0.436,0.4056,0.150590673749765,0.173324751226578,11,0.05,0.7,0.1,-8.30578451256553,0.1528,0.1384,0.237907888194793,0.216119392551281,0.7,0.35,"m1",3.1928772967827
"187","103414_fnca",124,0.5,0.5,0.1,-3.928787396916,0.4512,0.432,0.133288700012493,0.142971382893678,81,0.35,0.3,0.1,-4.13492900905631,0.2632,0.2608,0.20525186121108,0.220609915221138,0.575,0.45,"m1",0.206141612140318
"188","103111_fnca",122,0.5,0.4,0.1,-5.05966439883281,0.4296,0.4144,0.156869372409021,0.160358781410655,101,0.4,0.65,0.1,-11.0407360141414,0.3256,0.3176,0.195460314882274,0.205937973622137,0.375,0.625,"m1",5.98107161530855
"189","102816_fnca",120,0.5,0.3,0.1,-3.91679135917547,0.4408,0.4296,0.124274876374749,0.133965575840229,82,0.35,0.35,0.1,-5.10104873980795,0.2672,0.264,0.205942730299628,0.214266665820031,0.463157894736842,0.5,"m1",1.18425738063249
"190","102311_fnca",122,0.5,0.4,0.1,-4.0219873670151,0.4216,0.4136,0.132839630182182,0.129453482307865,91,0.35,0.8,0.1,-5.58592546272838,0.3104,0.2936,0.217227051346591,0.214968056478451,0.4,0.575,"m1",1.56393809571328
"191","102008_fnca",120,0.5,0.3,0.1,-3.9240788279273,0.4456,0.448,0.115708289086242,0.172945668004818,72,0.3,0.5,0.1,-3.87593732247386,0.2368,0.2176,0.22740272645683,0.220893916731493,0.575,0.425,"m2",0.0481415054534331
"192","101915_fnca",105,0.45,0.2,0.1,-3.68562752066994,0.3824,0.3904,0.165054845553883,0.183669623542503,93,0.4,0.25,0.1,-4.01332464971549,0.3336,0.3272,0.205811088334989,0.201818669875223,0.375,0.4,"m1",0.327697129045554
"193","101410_fnca",115,0.45,0.7,0.1,-4.02808744580484,0.4216,0.3728,0.18146073955542,0.150197692854369,93,0.4,0.25,0.1,-5.20269113579528,0.3464,0.3392,0.203738127236401,0.192129208224729,0.475,0.325,"m1",1.17460368999043
"194","101309_fnca",128,0.5,0.7,0.1,-5.0544973503464,0.4328,0.4296,0.13659174983303,0.163993031210824,83,0.35,0.4,0.1,-11.3139217949347,0.3104,0.3064,0.194379809147148,0.225784437561356,0.375,0.65,"m1",6.25942444458833
"195","101107_fnca",85,0.35,0.5,0.1,-3.7852855747316,0.276,0.3088,0.233133053015147,0.235888593559393,94,0.4,0.3,0.1,-4.70645283119937,0.3448,0.3176,0.195273121132261,0.199331126418288,0.225,0.331578947368421,"m1",0.921167256467769
"196","101006_fnca",122,0.5,0.4,0.1,-5.19551093090285,0.4472,0.4112,0.154748512241043,0.16000816305707,11,0.05,0.7,0.1,-7.84881795651646,0.1432,0.1672,0.230575500052564,0.260948348943477,0.75,0.25,"m1",2.65330702561361
"197","100408_fnca",123,0.5,0.45,0.1,-4.1767784687368,0.416,0.4384,0.139970842444753,0.171611331151506,51,0.2,0.75,0.1,-5.8053563080982,0.0928,0.0912,0.191993197158394,0.192943261195659,0.505555555555556,0.515789473684211,"m1",1.6285778393614
"198","100307_fnca",124,0.5,0.5,0.1,-4.66037166489809,0.3964,0.4056,0.162912382722875,0.165268804611692,101,0.4,0.65,0.1,-9.02661387250785,0.3604,0.3504,0.185232150273514,0.187282102344527,0.325,0.625,"m1",4.36624220760977
