"","HCPID","ParamID.m1","ans.m1","bll.m1","lf.m1","PSwitch.LL.m1","PSwitch.mean_MostlyPunishment.m1","PSwitch.mean_MostlyReward.m1","PSwitch.sd_MostlyPunishment.m1","PSwitch.sd_MostlyReward.m1","ParamID.m2","ans.m2","bll.m2","lf.m2","PSwitch.LL.m2","PSwitch.mean_MostlyPunishment.m2","PSwitch.mean_MostlyReward.m2","PSwitch.sd_MostlyPunishment.m2","PSwitch.sd_MostlyReward.m2","MostlyPunishment.subj","MostlyReward.subj","best_model","maxLL_diff"
"95","144226_fnca",121,0.5,0.35,0.1,-6.79249123355579,0.442857142857143,0.428571428571429,0.129072557557893,0.124347526601571,82,0.35,0.35,0.1,-21.1021772578898,0.330714285714286,0.337857142857143,0.199673045955464,0.204108416609765,0.7,0.65,"m1",14.309686024334
"96","143325_fnca",116,0.45,0.75,0.1,-3.90309493057936,0.378571428571429,0.335714285714286,0.160694038245139,0.178789953754441,73,0.3,0.55,0.1,-5.47745633753597,0.224285714285714,0.239285714285714,0.21933316833954,0.22498206694234,0.45,0.275,"m1",1.57436140695661
"97","142828_fnca",119,0.5,0.25,0.1,-4.91253131853016,0.408571428571429,0.44,0.144155903849769,0.155330122310923,102,0.4,0.7,0.1,-8.72088496510116,0.378571428571429,0.370714285714286,0.169676419880774,0.19480043505096,0.55,0.575,"m1",3.80835364657101
"98","142424_fnca",128,0.5,0.7,0.1,-4.4197488138132,0.466428571428571,0.422142857142857,0.176210338228566,0.156040728245236,31,0.15,0.4,0.1,-7.01431523175449,0.131428571428571,0.127142857142857,0.221506146478933,0.220412887326547,0.668421052631579,0.522222222222222,"m1",2.5945664179413
"99","141826_fnca",111,0.45,0.5,0.1,-4.26319668502065,0.327142857142857,0.371428571428571,0.197648609729354,0.207371443192873,103,0.4,0.75,0.1,-7.25041936631549,0.377857142857143,0.373571428571429,0.172881657418845,0.177212026841604,0.325,0.414473684210526,"m1",2.98722268129484
"100","141422_fnca",127,0.5,0.65,0.1,-4.81436673335488,0.446428571428571,0.424285714285714,0.154626351639712,0.143881169443572,81,0.35,0.3,0.1,-7.37283759940008,0.302142857142857,0.294285714285714,0.219115873297354,0.210431816402453,0.55,0.65,"m1",2.5584708660452
"101","140925_fnca",84,0.35,0.45,0.1,-4.11615616192083,0.287857142857143,0.260714285714286,0.213727406793858,0.195248909368903,95,0.4,0.35,0.1,-6.55806561396201,0.376428571428571,0.36,0.193233355115939,0.1950608358845,0.35,0.178947368421053,"m1",2.44190945204118
"102","140824_fnca",87,0.35,0.6,0.1,-4.83132722515344,0.252857142857143,0.212142857142857,0.210095077740917,0.22741713824786,105,0.45,0.2,0.1,-11.2177877737952,0.411428571428571,0.387142857142857,0.185119028088956,0.180724627782289,0.425,0.125,"m1",6.38646054864172
"103","140117_fnca",128,0.5,0.7,0.1,-5.34248380973967,0.444285714285714,0.444285714285714,0.136932540385439,0.138068426739452,101,0.4,0.65,0.1,-10.9216975290451,0.34,0.319285714285714,0.213706700727563,0.200141817691035,0.675,0.65,"m1",5.57921371930544
"104","139637_fnca",129,0.5,0.75,0.1,-4.26428495951377,0.437142857142857,0.400714285714286,0.133154468393458,0.140151120318203,42,0.2,0.3,0.1,-6.9042312284791,0.26,0.262857142857143,0.250991370479101,0.248250857259237,0.575,0.336842105263158,"m1",2.63994626896533
"105","139233_fnca",126,0.5,0.6,0.1,-4.90817664778875,0.433571428571429,0.427142857142857,0.16374451356493,0.154071495814683,71,0.3,0.45,0.1,-9.76816493917052,0.27,0.255714285714286,0.244595902156877,0.228325304805798,0.525,0.625,"m1",4.85998829138177
"106","138534_fnca",117,0.45,0.8,0.1,-5.62527166145458,0.42,0.387142857142857,0.135480080251451,0.180292002496224,104,0.4,0.8,0.1,-15.3406811843908,0.405714285714286,0.385,0.17131920709755,0.158785805762417,0.55,0.35,"m1",9.71540952293619
"107","138231_fnca",126,0.5,0.6,0.1,-5.15859115098816,0.439285714285714,0.436428571428571,0.141437921179889,0.162672712816902,41,0.2,0.25,0.1,-9.67991157439311,0.204285714285714,0.205714285714286,0.246913474838136,0.238277869703289,0.65,0.6,"m1",4.52132042340495
"108","137936_fnca",115,0.45,0.7,0.1,-4.63686883834547,0.382142857142857,0.344285714285714,0.151049707582525,0.185473043582826,94,0.4,0.3,0.1,-9.55700113028106,0.355714285714286,0.350714285714286,0.180378610563138,0.187139908284692,0.45,0.282894736842105,"m1",4.92013229193559
"109","137633_fnca",39,0.15,0.8,0.1,-3.85040476693604,0.0764285714285714,0.075,0.192396328850809,0.176923886575507,108,0.45,0.35,0.1,-9.06173499475209,0.332142857142857,0.342857142857143,0.184133494210394,0.184380724485639,0.1,0.0277777777777778,"m1",5.21133022781605
"110","137128_fnca",117,0.45,0.8,0.1,-4.17681946638187,0.367142857142857,0.398571428571429,0.162472565204042,0.166010090870165,93,0.4,0.25,0.1,-6.42243549456251,0.331428571428571,0.332142857142857,0.195886476996382,0.204113517917322,0.25,0.525,"m1",2.24561602818064
"111","137027_fnca",130,0.5,0.8,0.1,-4.89467628165808,0.416428571428571,0.418571428571429,0.152312796042882,0.159725660265569,93,0.4,0.25,0.1,-9.25358337459382,0.338571428571429,0.327857142857143,0.219594112726237,0.196900440384407,0.4,0.433333333333333,"m1",4.35890709293574
"112","136833_fnca",119,0.5,0.25,0.1,-7.06449039655911,0.440714285714286,0.446428571428571,0.135104892380043,0.13072579566652,91,0.35,0.8,0.1,-19.9012925979951,0.332142857142857,0.324285714285714,0.209897983986982,0.211576656043991,0.65,0.894736842105263,"m1",12.836802201436
"113","136227_fnca",91,0.35,0.8,0.1,-3.86166453664028,0.379285714285714,0.335,0.208109486850755,0.197454912108313,93,0.4,0.25,0.1,-5.05127542865819,0.350714285714286,0.323571428571429,0.211435121244383,0.203239333231197,0.425,0.3,"m1",1.18961089201791
"114","135932_fnca",112,0.45,0.55,0.1,-5.143318336102,0.338571428571429,0.313571428571429,0.197105248451423,0.181576751314908,84,0.35,0.45,0.1,-11.1864698948461,0.309285714285714,0.317857142857143,0.206441710720075,0.206017603158877,0.35,0.3,"m1",6.0431515587441
"115","135528_fnca",125,0.5,0.55,0.1,-4.79921101389365,0.405714285714286,0.426428571428571,0.13416718297056,0.147237861712602,71,0.3,0.45,0.1,-7.99815853885785,0.234285714285714,0.245,0.220530955969016,0.249114424849415,0.463157894736842,0.675,"m1",3.19894752496421
"116","135225_fnca",125,0.5,0.55,0.1,-5.70226086446324,0.427857142857143,0.417142857142857,0.162224039218786,0.13924739698709,81,0.35,0.3,0.1,-13.3313143995914,0.297142857142857,0.307857142857143,0.203627044727462,0.228157652079468,0.55,0.65,"m1",7.62905353512812
"117","134234_fnca",19,0.1,0.45,0.1,-3.75930389463527,0.156428571428571,0.149285714285714,0.244779946055303,0.233436070478443,106,0.45,0.25,0.1,-4.97500735108288,0.377142857142857,0.382142857142857,0.174241977019322,0.166618936661305,0.178947368421053,0.125,"m1",1.21570345644761
"118","133982_fnca",126,0.5,0.6,0.1,-4.09257307979031,0.461428571428571,0.410714285714286,0.150806522561129,0.161058103241475,81,0.35,0.3,0.1,-4.92317517328112,0.270714285714286,0.229285714285714,0.208384486292639,0.198795047860171,0.5,0.55,"m1",0.83060209349081
"119","133827_fnca",121,0.5,0.35,0.1,-4.61388324052994,0.453571428571429,0.436428571428571,0.140143690763473,0.160091927465077,51,0.2,0.75,0.1,-7.74943863100277,0.205714285714286,0.209285714285714,0.245169917023367,0.245535946196551,0.6,0.585526315789474,"m1",3.13555539047284
"120","133625_fnca",91,0.35,0.8,0.1,-4.01232284203716,0.250714285714286,0.249285714285714,0.192731575578332,0.215797630299351,84,0.35,0.45,0.1,-5.84546679464376,0.252142857142857,0.256428571428571,0.211892613840321,0.219172889561036,0.25,0.25,"m1",1.8331439526066
"121","133019_fnca",115,0.45,0.7,0.1,-4.69868476038579,0.430714285714286,0.431428571428571,0.149692521174106,0.157559743863391,93,0.4,0.25,0.1,-9.69826921076142,0.290714285714286,0.275714285714286,0.196678214011421,0.212338087861908,0.510526315789474,0.45,"m1",4.99958445037562
"122","132118_fnca",111,0.45,0.5,0.1,-8.28073265447852,0.434285714285714,0.415,0.158304742517526,0.153551934487184,71,0.3,0.45,0.1,-26.196521324243,0.215,0.215,0.210175597436051,0.210051708197334,0.925,0.517647058823529,"m1",17.9157886697645
"123","131924_fnca",128,0.5,0.7,0.1,-5.11272181502707,0.413571428571429,0.426428571428571,0.164866194657288,0.17292983316074,81,0.35,0.3,0.1,-11.9147361070676,0.300714285714286,0.291428571428571,0.205744500939407,0.231832602722592,0.25,0.675,"m1",6.80201429204055
"124","131722_fnca",7,0.05,0.5,0.1,-4.00173546239466,0.196428571428571,0.223571428571429,0.236489360914832,0.265385584646395,95,0.4,0.35,0.1,-5.70777331179684,0.346428571428571,0.367142857142857,0.202320204682636,0.187327596707292,0.183333333333333,0.25,"m1",1.70603784940218
"125","131217_fnca",122,0.5,0.4,0.1,-5.52292804921697,0.43,0.448571428571429,0.161656615416099,0.167072946431804,51,0.2,0.75,0.1,-10.677388712231,0.185,0.166428571428571,0.256799454860519,0.230848037302747,0.725,0.661111111111111,"m1",5.15446066301407
"126","130922_fnca",98,0.4,0.5,0.1,-3.76820106843172,0.342857142857143,0.362142857142857,0.203058660634004,0.203699898084904,63,0.25,0.7,0.1,-4.16107517647344,0.237142857142857,0.211428571428571,0.254054994095746,0.236664310437947,0.325,0.384210526315789,"m1",0.392874108041718
"127","130316_fnca",122,0.5,0.4,0.1,-5.21737769871016,0.439285714285714,0.437857142857143,0.127499989791835,0.132811914305247,102,0.4,0.7,0.1,-11.737908126053,0.334285714285714,0.324285714285714,0.211935606669638,0.206596746691327,0.45,0.5,"m1",6.52053042734283
"128","130013_fnca",59,0.25,0.5,0.1,-4.75528029948864,0.205,0.243571428571429,0.221432098156811,0.241115561234071,104,0.4,0.8,0.1,-10.0711183259146,0.367142857142857,0.359285714285714,0.19522090990757,0.197391622740252,0.1,0.4,"m1",5.31583802642594
"129","129028_fnca",122,0.5,0.4,0.1,-4.93408513354359,0.441428571428571,0.418571428571429,0.151481645355579,0.161830429400808,51,0.2,0.75,0.1,-9.64241880437338,0.178571428571429,0.173571428571429,0.240283915088094,0.233583219359855,0.625,0.525,"m1",4.70833367082979
"130","128632_fnca",123,0.5,0.45,0.1,-4.34945462062357,0.466428571428571,0.435714285714286,0.121683406066535,0.140282929437424,103,0.4,0.75,0.1,-8.11610962939643,0.331428571428571,0.307857142857143,0.210861859673712,0.202016335354605,0.525,0.4,"m1",3.76665500877286
"131","128329_fnca",130,0.5,0.8,0.1,-4.13956017650403,0.445714285714286,0.445714285714286,0.150357064950154,0.164415590696179,81,0.35,0.3,0.1,-5.0734913958353,0.318571428571429,0.301428571428571,0.220847068666175,0.220648961433293,0.625,0.45,"m1",0.933931219331276
"132","128127_fnca",127,0.5,0.65,0.1,-9.52464079006464,0.441428571428571,0.451428571428571,0.152338429440992,0.14659114206565,101,0.4,0.65,0.1,-32.8703593959766,0.36,0.35,0.199807279074976,0.193743240265791,0.925,0.875,"m1",23.3457186059119
"133","127933_fnca",102,0.4,0.7,0.1,-4.3497852472519,0.31,0.335714285714286,0.188905085149488,0.210980338042197,94,0.4,0.3,0.1,-7.03657287582436,0.395714285714286,0.389285714285714,0.186044783294472,0.179842415632802,0.25,0.4,"m1",2.68678762857246
"134","127630_fnca",126,0.5,0.6,0.1,-4.03892032646974,0.411428571428571,0.412142857142857,0.139396868259177,0.166924865944145,103,0.4,0.75,0.1,-6.12483268401995,0.289285714285714,0.292142857142857,0.219950630559182,0.210695136749117,0.410526315789474,0.414473684210526,"m1",2.08591235755022
"135","126628_fnca",35,0.15,0.6,0.1,-4.18654384692015,0.120714285714286,0.109285714285714,0.213420263985288,0.191365302193993,95,0.4,0.35,0.1,-8.84147285089353,0.315,0.292142857142857,0.208833704260077,0.194907308248895,0.175,0.05,"m1",4.65492900397338
"136","126325_fnca",122,0.5,0.4,0.1,-3.93741328495453,0.428571428571429,0.419285714285714,0.161179275499299,0.149065183687948,92,0.4,0.2,0.1,-5.24542039265624,0.307142857142857,0.287857142857143,0.204081632653061,0.224305350944438,0.425,0.475,"m1",1.30800710770171
"137","125525_fnca",128,0.5,0.7,0.1,-6.91843384731481,0.456428571428571,0.419285714285714,0.14650765836928,0.148189475952266,41,0.2,0.25,0.1,-21.5153663211843,0.194285714285714,0.197857142857143,0.241382074981654,0.260774684485103,0.7,0.725,"m1",14.5969324738695
"138","124826_fnca",108,0.45,0.35,0.1,-4.98880356011937,0.421428571428571,0.423571428571429,0.139352043711711,0.14962294690009,31,0.15,0.4,0.1,-8.13798287798176,0.132142857142857,0.136428571428571,0.213220139734356,0.214248053055877,0.5,0.708333333333333,"m1",3.1491793178624
"139","124422_fnca",128,0.5,0.7,0.1,-4.08864287571061,0.455714285714286,0.442142857142857,0.105196114031509,0.127630587427728,71,0.3,0.45,0.1,-5.53939448306272,0.282857142857143,0.280714285714286,0.231774208297257,0.234473054943158,0.525,0.539473684210526,"m1",1.45075160735211
"140","124220_fnca",121,0.5,0.35,0.1,-5.47450546009466,0.422142857142857,0.414285714285714,0.139853630274207,0.1506614597983,101,0.4,0.65,0.1,-9.04867113638587,0.388571428571429,0.355714285714286,0.175355888495808,0.164529543989768,0.525,0.75,"m1",3.57416567629121
"141","123925_fnca",120,0.5,0.3,0.1,-6.18299757734494,0.435714285714286,0.400714285714286,0.137281878031364,0.138281307907533,51,0.2,0.75,0.1,-17.8922175750924,0.219285714285714,0.173571428571429,0.264324124543133,0.223794144789319,0.725,0.35,"m1",11.7092199977474
"142","123420_fnca",130,0.5,0.8,0.1,-4.49536324750098,0.43,0.435714285714286,0.137653023403574,0.157089839983068,71,0.3,0.45,0.1,-6.67191984613257,0.266428571428571,0.257142857142857,0.215401613411765,0.223792981627156,0.494444444444444,0.65,"m1",2.17655659863159
"143","123117_fnca",129,0.5,0.75,0.1,-3.96584686009142,0.429285714285714,0.439285714285714,0.150400340394131,0.1675536925885,62,0.25,0.65,0.1,-6.09792298675844,0.212857142857143,0.245,0.228279697209952,0.235911879368453,0.425,0.45,"m1",2.13207612666702
"144","122620_fnca",126,0.5,0.6,0.1,-7.04745820675305,0.420714285714286,0.427142857142857,0.149845470867575,0.13840737486159,61,0.25,0.6,0.1,-18.6417515799376,0.258571428571429,0.255,0.253007729698054,0.248067289778854,0.775,0.7,"m1",11.5942933731845
"145","122317_fnca",121,0.5,0.35,0.1,-6.61047597739289,0.468571428571429,0.449285714285714,0.136261746796927,0.130095037826731,103,0.4,0.75,0.1,-20.2492158739184,0.300714285714286,0.297857142857143,0.201396881488731,0.194093596060389,0.433333333333333,0.631578947368421,"m1",13.6387398965255
"146","121618_fnca",128,0.5,0.7,0.1,-6.16557937044263,0.43,0.434285714285714,0.120511888909752,0.129145140463315,71,0.3,0.45,0.1,-17.2162876816993,0.332857142857143,0.297142857142857,0.245157175739007,0.211527437289738,0.55,0.657894736842105,"m1",11.0507083112567
"147","121315_fnca",109,0.45,0.4,0.1,-5.53545030514164,0.434285714285714,0.4,0.131936842008024,0.166267048334697,102,0.4,0.7,0.1,-15.3994991867334,0.352857142857143,0.328571428571429,0.198473978227171,0.226911795489154,0.533333333333333,0.325,"m1",9.86404888159172
"148","120515_fnca",127,0.5,0.65,0.1,-4.74404889294957,0.456428571428571,0.435714285714286,0.169567460612167,0.158080952906425,31,0.15,0.4,0.1,-9.23795413281869,0.180714285714286,0.192857142857143,0.245047785801288,0.261352009691137,0.7,0.5,"m1",4.49390523986912
"149","120212_fnca",128,0.5,0.7,0.1,-4.11871145103075,0.445,0.441428571428571,0.13864226796798,0.144264207616905,81,0.35,0.3,0.1,-6.41375952680637,0.303571428571429,0.295,0.220659578829652,0.213654317602611,0.4,0.542105263157895,"m1",2.29504807577561
"150","120111_fnca",108,0.45,0.35,0.1,-4.09523806985686,0.405714285714286,0.412857142857143,0.154543839790935,0.186787658374734,83,0.35,0.4,0.1,-5.54067145579574,0.273571428571429,0.295714285714286,0.224328559908238,0.209375223398713,0.325,0.477777777777778,"m1",1.44543338593888
"151","119833_fnca",124,0.5,0.5,0.1,-4.04784546498856,0.428571428571429,0.446428571428571,0.117013723889589,0.168791981527278,91,0.35,0.8,0.1,-5.24975266964197,0.262142857142857,0.243571428571429,0.207196886489466,0.202762317179019,0.5,0.5,"m1",1.20190720465341
"152","118932_fnca",125,0.5,0.55,0.1,-3.78626390541086,0.441428571428571,0.443571428571429,0.15437531142104,0.157270356439404,72,0.3,0.5,0.1,-4.47799834401683,0.227142857142857,0.233571428571429,0.2082182800451,0.222885034137144,0.436842105263158,0.475,"m1",0.691734438605977
"153","118730_fnca",11,0.05,0.7,0.1,-4.10003378156224,0.177857142857143,0.177857142857143,0.24431158542016,0.244737404853537,105,0.45,0.2,0.1,-6.37687913281869,0.348571428571429,0.317142857142857,0.176822337697206,0.189894641868622,0.175,0.175,"m1",2.27684535125645
"154","118528_fnca",125,0.5,0.55,0.1,-4.17419781751075,0.447142857142857,0.399285714285714,0.16536280207432,0.166687663539257,93,0.4,0.25,0.1,-6.02956259607036,0.337857142857143,0.316428571428571,0.196836972736073,0.202674999326352,0.5,0.35,"m1",1.85536477855961
"155","117324_fnca",67,0.3,0.25,0.1,-5.50762191996347,0.310714285714286,0.322142857142857,0.213951391288385,0.22913673715681,84,0.35,0.45,0.1,-10.9881285478737,0.332857142857143,0.325714285714286,0.204392620195391,0.213877161551289,0.289473684210526,0.35,"m1",5.48050662791022
"156","117122_fnca",120,0.5,0.3,0.1,-4.79115696877937,0.434285714285714,0.427857142857143,0.153292342516032,0.171733511582383,81,0.35,0.3,0.1,-7.75087989975636,0.312857142857143,0.317857142857143,0.225710964288955,0.209152561150711,0.708333333333333,0.5,"m1",2.95972293097699
"157","116524_fnca",125,0.5,0.55,0.1,-4.00290983532943,0.415,0.419285714285714,0.144467959263099,0.158871029973785,103,0.4,0.75,0.1,-5.58514765950964,0.385714285714286,0.37,0.17600192153735,0.179191343799381,0.410526315789474,0.45,"m1",1.58223782418021
"158","115320_fnca",127,0.5,0.65,0.1,-5.96357816997048,0.438571428571429,0.455,0.148580679236565,0.138190920573482,101,0.4,0.65,0.1,-14.1234630507735,0.337142857142857,0.294285714285714,0.205879832967334,0.203386571482465,0.575,0.75,"m1",8.15988488080302
"159","114924_fnca",127,0.5,0.65,0.1,-6.63046764175266,0.402142857142857,0.417142857142857,0.15251774259928,0.16507920933934,103,0.4,0.75,0.1,-18.2260936472264,0.34,0.332142857142857,0.185680642837457,0.212241218570934,0.375,0.55,"m1",11.5956260054737
"160","114419_fnca",119,0.5,0.25,0.1,-4.0776660814554,0.436428571428571,0.420714285714286,0.145616571021072,0.121443576503875,21,0.1,0.55,0.1,-4.62837699883007,0.100714285714286,0.107142857142857,0.213517817505557,0.219921041451554,0.6,0.45,"m1",0.550710917374676
"161","113922_fnca",121,0.5,0.35,0.1,-5.70760021125006,0.442857142857143,0.437857142857143,0.134407549717546,0.13475763797,71,0.3,0.45,0.1,-13.5308241934248,0.274285714285714,0.271428571428571,0.236069614677029,0.241149026491765,0.65,0.625,"m1",7.82322398217469
"162","113821_fnca",79,0.35,0.2,0.1,-4.05231500766681,0.317142857142857,0.296428571428571,0.228014993259625,0.217929419736465,104,0.4,0.8,0.1,-5.63906687323133,0.325714285714286,0.311428571428571,0.18754979902336,0.205991067444009,0.35,0.25,"m1",1.58675186556452
"163","113619_fnca",120,0.5,0.3,0.1,-4.8853588883035,0.42,0.416428571428571,0.148671753523358,0.160630849737984,101,0.4,0.65,0.1,-8.62635825704313,0.39,0.386428571428571,0.199937516270279,0.176399325959834,0.575,0.594444444444444,"m1",3.74099936873964
"164","113215_fnca",67,0.3,0.25,0.1,-4.98332957994608,0.315,0.302857142857143,0.226186767909861,0.234498587782109,104,0.4,0.8,0.1,-8.98132090166317,0.335714285714286,0.327857142857143,0.195348874684456,0.198086693627865,0.311111111111111,0.3,"m1",3.99799132171709
"165","112819_fnca",81,0.35,0.3,0.1,-4.63024585499331,0.343571428571429,0.374285714285714,0.204195121505911,0.195514038563224,94,0.4,0.3,0.1,-8.21831315257748,0.272142857142857,0.29,0.205465968122809,0.19275183389803,0.25,0.4,"m1",3.58806729758417
"166","111716_fnca",121,0.5,0.35,0.1,-4.84596307381039,0.427857142857143,0.439285714285714,0.142764182582344,0.148091074221429,102,0.4,0.7,0.1,-9.83521757621492,0.34,0.321428571428571,0.206898921412847,0.218138350269714,0.475,0.575,"m1",4.98925450240453
"167","111413_fnca",112,0.45,0.55,0.1,-5.56030428890125,0.397857142857143,0.352857142857143,0.17211506132728,0.179609229213476,103,0.4,0.75,0.1,-13.3513157042519,0.307857142857143,0.310714285714286,0.197981536713991,0.194447336736321,0.5,0.225,"m1",7.79101141535062
"168","111312_fnca",129,0.5,0.75,0.1,-5.43177747687602,0.438571428571429,0.425714285714286,0.144854836929105,0.169498365655887,91,0.35,0.8,0.1,-8.9650213182921,0.263571428571429,0.25,0.217048516025883,0.188982236504614,0.75,0.6,"m1",3.53324384141608
"169","110411_fnca",108,0.45,0.35,0.1,-3.83896664122488,0.357857142857143,0.391428571428571,0.173242648935664,0.185360730962872,103,0.4,0.75,0.1,-4.7963864773163,0.342857142857143,0.322142857142857,0.18409814849662,0.203505564507475,0.325,0.45,"m1",0.957419836091421
"170","109325_fnca",3,0.05,0.3,0.1,-3.75552337983527,0.0542857142857143,0.0614285714285714,0.15259111479114,0.167831553163882,107,0.45,0.3,0.1,-10.1221800079045,0.402142857142857,0.393571428571429,0.162114888226189,0.154161014826365,0.05,0,"m1",6.36665662806921
"171","109123_fnca",18,0.1,0.4,0.1,-4.15354949008347,0.204285714285714,0.180714285714286,0.272473819856677,0.23880712332153,95,0.4,0.35,0.1,-7.25104434558465,0.424285714285714,0.424285714285714,0.179898856307161,0.174462941005408,0.3,0.125,"m1",3.09749485550118
"172","108828_fnca",122,0.5,0.4,0.1,-5.30056853537398,0.435714285714286,0.406428571428571,0.148047123760683,0.164360168196645,72,0.3,0.5,0.1,-12.5792635345281,0.249285714285714,0.24,0.221276868940316,0.223098658098417,0.525,0.5,"m1",7.27869499915411
"173","108525_fnca",101,0.4,0.65,0.1,-5.17038819230329,0.402857142857143,0.347142857142857,0.172270768924696,0.190769938702886,93,0.4,0.25,0.1,-11.2341534461234,0.375714285714286,0.366428571428571,0.181856088207111,0.19155564513001,0.425,0.35,"m1",6.06376525382013
"174","108323_fnca",122,0.5,0.4,0.1,-5.50988622953187,0.437857142857143,0.391428571428571,0.144633633582748,0.163258928446862,81,0.35,0.3,0.1,-10.396745120815,0.3,0.297142857142857,0.247225335501749,0.219024378705443,0.636842105263158,0.638157894736842,"m1",4.88685889128313
"175","108121_fnca",121,0.5,0.35,0.1,-6.23621901178741,0.458571428571429,0.412142857142857,0.142009144956039,0.125433442595862,81,0.35,0.3,0.1,-17.2825242554497,0.245714285714286,0.258571428571429,0.201209379736534,0.211295955572548,0.825,0.55,"m1",11.0463052436623
"176","107422_fnca",26,0.1,0.8,0.1,-3.77402970351905,0.0771428571428571,0.0892857142857143,0.181873264156419,0.201675871184208,97,0.4,0.45,0.1,-8.46414964511931,0.351428571428571,0.333571428571429,0.211517592164542,0.207448000840921,0.025,0.05,"m1",4.69011994160027
"177","107321_fnca",78,0.3,0.8,0.1,-3.9292049168731,0.287142857142857,0.317857142857143,0.212328280324531,0.2461965993152,84,0.35,0.45,0.1,-5.21122530018859,0.245,0.283571428571429,0.197734197837869,0.221854898529796,0.25,0.325,"m1",1.28202038331549
"178","106521_fnca",106,0.45,0.25,0.1,-4.47276652408047,0.361428571428571,0.31,0.193963461094867,0.162856631373551,104,0.4,0.8,0.1,-8.40610874755197,0.381428571428571,0.348571428571429,0.190278079675943,0.194889945342241,0.4,0.225,"m1",3.9333422234715
"179","106319_fnca",120,0.5,0.3,0.1,-3.86310453851605,0.453571428571429,0.407857142857143,0.158286653647843,0.16343900199135,62,0.25,0.65,0.1,-5.24871395523822,0.231428571428571,0.253571428571429,0.250908387149953,0.263460021332427,0.5,0.375,"m1",1.38560941672218
"180","106016_fnca",128,0.5,0.7,0.1,-4.92511334795534,0.456428571428571,0.442142857142857,0.142545213385877,0.142837097719038,82,0.35,0.35,0.1,-9.92923061543628,0.277142857142857,0.277142857142857,0.213623856392472,0.238932444503117,0.525,0.525,"m1",5.00411726748094
"181","105216_fnca",15,0.1,0.25,0.1,-3.84020375157269,0.121428571428571,0.114285714285714,0.222977279422573,0.211226954535556,110,0.45,0.45,0.1,-7.5026436850575,0.395,0.360714285714286,0.161729060611353,0.17455393259751,0.15,0.025,"m1",3.66243993348481
"182","105115_fnca",133,NA,0.3,0.1,-3.79115552603798,0.0628571428571429,0.0678571428571429,0.176232495711696,0.173506898705428,95,0.4,0.35,0.1,-11.8899484231042,0.363571428571429,0.311428571428571,0.205313881867407,0.207877955737173,0,0,"m1",8.09879289706619
"183","105014_fnca",119,0.5,0.25,0.1,-4.11685881158227,0.358571428571429,0.393571428571429,0.144660627710155,0.168520338653158,102,0.4,0.7,0.1,-6.67405182161492,0.374285714285714,0.332142857142857,0.190933610142066,0.188741033807081,0.35,0.475,"m1",2.55719301003265
"184","104820_fnca",130,0.5,0.8,0.1,-4.14018232767853,0.462142857142857,0.415,0.167423140938211,0.151503983092727,103,0.4,0.75,0.1,-6.97884594553122,0.366428571428571,0.34,0.203418565695557,0.203089424767297,0.5,0.35,"m1",2.83866361785269
"185","103818_fnca",103,0.4,0.75,0.1,-4.38504310620272,0.370714285714286,0.376428571428571,0.187445674484543,0.202957362423981,104,0.4,0.8,0.1,-7.4868450193962,0.315714285714286,0.310714285714286,0.192983977297454,0.21816818115536,0.325,0.4,"m1",3.10180191319348
"186","103515_fnca",120,0.5,0.3,0.1,-5.05643756536594,0.448571428571429,0.452857142857143,0.168314772249104,0.163812857334943,91,0.35,0.8,0.1,-10.8819639745363,0.364285714285714,0.328571428571429,0.221924113989097,0.188292266196387,0.4,0.65,"m1",5.82552640917035
"187","103414_fnca",128,0.5,0.7,0.1,-3.93852045951277,0.422142857142857,0.452142857142857,0.141150520324068,0.160143950758679,81,0.35,0.3,0.1,-4.64616218993723,0.263571428571429,0.255714285714286,0.203684562701453,0.207667476809959,0.475,0.55,"m1",0.707641730424461
"188","103111_fnca",122,0.5,0.4,0.1,-4.9563512304384,0.440714285714286,0.412857142857143,0.160143950758679,0.157942571504258,101,0.4,0.65,0.1,-10.9817897675626,0.325714285714286,0.315714285714286,0.194900630390926,0.198961275975442,0.675,0.325,"m1",6.02543853712417
"189","102816_fnca",120,0.5,0.3,0.1,-3.9180468417509,0.442857142857143,0.434285714285714,0.107748531030321,0.12853903057959,82,0.35,0.35,0.1,-5.11403227567039,0.284285714285714,0.264285714285714,0.216456449243242,0.217899556163904,0.463157894736842,0.5,"m1",1.19598543391949
"190","102311_fnca",123,0.5,0.45,0.1,-3.98193069106267,0.44,0.413571428571429,0.169590486008521,0.159244166946147,102,0.4,0.7,0.1,-5.06431057009374,0.392857142857143,0.371428571428571,0.186625930185427,0.167825349014271,0.5,0.475,"m1",1.08237987903107
"191","102008_fnca",120,0.5,0.3,0.1,-3.93868604771231,0.460714285714286,0.432857142857143,0.125856085546367,0.163685683294086,51,0.2,0.75,0.1,-4.89666488133428,0.171428571428571,0.170714285714286,0.224373810482612,0.238685008140863,0.475,0.525,"m1",0.957978833621975
"192","101915_fnca",114,0.45,0.65,0.1,-3.68710925474449,0.391428571428571,0.396428571428571,0.167819144635296,0.179117241648387,93,0.4,0.25,0.1,-3.74387965097488,0.326428571428571,0.330714285714286,0.205481170557209,0.191962887309301,0.375,0.4,"m1",0.0567703962303905
