"","HCPID","ParamID.m1","ans.m1","bll.m1","lf.m1","PSwitch.LL.m1","PSwitch.mean_MostlyPunishment.m1","PSwitch.mean_MostlyReward.m1","PSwitch.sd_MostlyPunishment.m1","PSwitch.sd_MostlyReward.m1","ParamID.m2","ans.m2","bll.m2","lf.m2","PSwitch.LL.m2","PSwitch.mean_MostlyPunishment.m2","PSwitch.mean_MostlyReward.m2","PSwitch.sd_MostlyPunishment.m2","PSwitch.sd_MostlyReward.m2","MostlyPunishment.subj","MostlyReward.subj","best_model","maxLL_diff"
"61","157336_fnca",24,0.1,0.7,0.1,-3.83329642925526,0.0792857142857143,0.075,0.185547413254935,0.171848671358156,99,0.4,0.55,0.1,-11.2504338655581,0.413571428571429,0.392142857142857,0.203710121032507,0.188636186866196,0,0,"m1",7.41713743630286
"62","156637_fnca",123,0.5,0.45,0.1,-3.96976073659228,0.446428571428571,0.411428571428571,0.128111015607038,0.145070320020799,83,0.35,0.4,0.1,-5.68449271995035,0.271428571428571,0.298571428571429,0.218018985910423,0.215226312705873,0.475,0.35,"m1",1.71473198335807
"63","156233_fnca",125,0.5,0.55,0.1,-5.42070381954738,0.422142857142857,0.373571428571429,0.156374013676408,0.17350089749836,93,0.4,0.25,0.1,-11.8862964541568,0.355714285714286,0.317857142857143,0.212940383277779,0.210145870679785,0.525,0.25,"m1",6.46559263460937
"64","155635_fnca",119,0.5,0.25,0.1,-4.04446751260525,0.438571428571429,0.427142857142857,0.122457482697961,0.141384538305302,81,0.35,0.3,0.1,-5.05647782764781,0.309285714285714,0.33,0.202623618306316,0.233198429894206,0.510526315789474,0.5,"m1",1.01201031504256
"65","155231_fnca",39,0.15,0.8,0.1,-3.8471871910424,0.0685714285714286,0.0892857142857143,0.175237091728229,0.194447336736321,110,0.45,0.45,0.1,-11.1968632532009,0.372142857142857,0.344285714285714,0.190230192216747,0.185613338790238,0,0,"m1",7.34967606215851
"66","154936_fnca",70,0.3,0.4,0.1,-4.05502372215531,0.294285714285714,0.269285714285714,0.231630405455247,0.22486170491888,84,0.35,0.45,0.1,-5.39830315242653,0.357142857142857,0.339285714285714,0.230101475179177,0.225790526666927,0.35,0.225,"m1",1.34327943027122
"67","154835_fnca",105,0.45,0.2,0.1,-6.00905583857775,0.42,0.444285714285714,0.16744646119809,0.166448559217173,101,0.4,0.65,0.1,-15.7531467121634,0.370714285714286,0.35,0.204831530413968,0.200088485215588,0.5,0.684210526315789,"m1",9.74409087358567
"68","154734_fnca",77,0.3,0.75,0.1,-3.76798228353752,0.285714285714286,0.281428571428571,0.216461259546902,0.236091667159088,105,0.45,0.2,0.1,-4.31216300408696,0.393571428571429,0.41,0.159798980865694,0.188187169228468,0.275,0.282894736842105,"m1",0.544180720549441
"69","154431_fnca",64,0.25,0.75,0.1,-3.71059225863903,0.241428571428571,0.216428571428571,0.220814063136765,0.22384066631954,105,0.45,0.2,0.1,-4.0797014483939,0.45,0.410714285714286,0.173769248631902,0.155298278114535,0.25,0.205263157894737,"m1",0.36910918975487
"70","153833_fnca",125,0.5,0.55,0.1,-4.58544621350579,0.450714285714286,0.419285714285714,0.129453163792907,0.147308562473783,92,0.4,0.2,0.1,-7.83999576422633,0.348571428571429,0.335714285714286,0.211172723618211,0.200218539493353,0.675,0.436842105263158,"m1",3.25454955072054
"71","153429_fnca",123,0.5,0.45,0.1,-4.20735650482284,0.413571428571429,0.421428571428571,0.144323740045974,0.143039242539553,82,0.35,0.35,0.1,-6.90652833530242,0.324285714285714,0.329285714285714,0.225743253852081,0.223942979667684,0.425,0.475,"m1",2.69917183047958
"72","153025_fnca",97,0.4,0.45,0.1,-4.77917720335811,0.367142857142857,0.326428571428571,0.192265045090144,0.190902250653198,93,0.4,0.25,0.1,-12.1424409404723,0.320714285714286,0.329285714285714,0.178715685172326,0.200516046027998,0.525,0.2,"m1",7.36326373711415
"73","152831_fnca",25,0.1,0.75,0.1,-3.84694178222108,0.0885714285714286,0.0935714285714286,0.194579823693058,0.201758460710173,88,0.35,0.65,0.1,-11.0675007777963,0.35,0.344285714285714,0.204972545169395,0.203540097839643,0.025,0,"m1",7.22055899557524
"74","151728_fnca",128,0.5,0.7,0.1,-4.73268447541157,0.444285714285714,0.455,0.145414428794478,0.142457531466587,82,0.35,0.35,0.1,-10.1683163950169,0.332142857142857,0.319285714285714,0.216009827857312,0.212015427365714,0.407894736842105,0.55,"m1",5.4356319196053
"75","151627_fnca",125,0.5,0.55,0.1,-6.31690448951579,0.42,0.438571428571429,0.144948252266348,0.143953518806742,51,0.2,0.75,0.1,-12.1585171271751,0.243571428571429,0.25,0.235545261423558,0.243725936989718,0.65,0.788888888888889,"m1",5.84161263765934
"76","151526_fnca",130,0.5,0.8,0.1,-5.33434619705533,0.42,0.355,0.168531150991868,0.16237159730126,104,0.4,0.8,0.1,-13.722226235823,0.326428571428571,0.317142857142857,0.197602508469915,0.216417962964902,0.475,0.325,"m1",8.38788003876766
"77","151223_fnca",119,0.5,0.25,0.1,-5.3516176295201,0.417142857142857,0.435714285714286,0.168048554099038,0.166423535003062,102,0.4,0.7,0.1,-13.8617159010385,0.407857142857143,0.377142857142857,0.198270584025457,0.179539649189217,0.4,0.675,"m1",8.51009827151842
"78","150726_fnca",127,0.5,0.65,0.1,-7.2001812865058,0.45,0.422142857142857,0.138226705960654,0.144431917959458,31,0.15,0.4,0.1,-20.3918095664963,0.171428571428571,0.162142857142857,0.234249801698959,0.221831430760993,0.775,0.75,"m1",13.1916282799905
"79","150625_fnca",129,0.5,0.75,0.1,-4.64809924962318,0.465714285714286,0.432142857142857,0.126002849309658,0.13618722260244,81,0.35,0.3,0.1,-8.74228747834736,0.351428571428571,0.341428571428571,0.221261575323648,0.210753195992353,0.489473684210526,0.625,"m1",4.09418822872418
"80","150524_fnca",124,0.5,0.5,0.1,-3.91005130731452,0.413571428571429,0.369285714285714,0.151538342412598,0.156859338724029,83,0.35,0.4,0.1,-5.77663729705153,0.303571428571429,0.292142857142857,0.19161542814504,0.210571553180258,0.45,0.310526315789474,"m1",1.86658598973702
"81","150523_fnca",108,0.45,0.35,0.1,-4.78151493683879,0.338571428571429,0.364285714285714,0.172451998524475,0.187183023753512,103,0.4,0.75,0.1,-9.15585616609041,0.392857142857143,0.347142857142857,0.160855946637086,0.19522090990757,0.25,0.45,"m1",4.37434122925162
"82","150423_fnca",109,0.45,0.4,0.1,-5.32336009338412,0.335714285714286,0.385714285714286,0.199044991868685,0.205099502471855,94,0.4,0.3,0.1,-9.81831895382462,0.387142857142857,0.38,0.221731665033738,0.233778160310654,0.3,0.483333333333333,"m1",4.49495886044051
"83","149741_fnca",122,0.5,0.4,0.1,-4.72610073476044,0.468571428571429,0.439285714285714,0.133949706787118,0.145966525519591,41,0.2,0.25,0.1,-8.35261750748654,0.204285714285714,0.192142857142857,0.253878699387127,0.229409224429245,0.575,0.65,"m1",3.6265167727261
"84","149539_fnca",129,0.5,0.75,0.1,-5.93650074841473,0.442857142857143,0.449285714285714,0.128870723880766,0.142325907304488,41,0.2,0.25,0.1,-13.6810414785546,0.232142857142857,0.229285714285714,0.256247428649953,0.238772239642698,0.575,0.75,"m1",7.74454073013983
"85","149337_fnca",123,0.5,0.45,0.1,-4.65223254089463,0.43,0.418571428571429,0.155417241483811,0.177480633479566,93,0.4,0.25,0.1,-8.71933529466425,0.358571428571429,0.331428571428571,0.19306489188388,0.193614214285378,0.375,0.55,"m1",4.06710275376962
"86","148941_fnca",63,0.25,0.7,0.1,-4.04919870969593,0.213571428571429,0.237857142857143,0.224662503138674,0.239807859016646,94,0.4,0.3,0.1,-5.84941649023314,0.312857142857143,0.321428571428571,0.205803956808579,0.203186813793264,0.125,0.35,"m1",1.80021778053721
"87","148840_fnca",126,0.5,0.6,0.1,-4.95321630143856,0.441428571428571,0.437142857142857,0.142813404383028,0.140572104101342,91,0.35,0.8,0.1,-9.39062197422838,0.262857142857143,0.237857142857143,0.215830196881439,0.208948349466297,0.675,0.525,"m1",4.43740567278983
"88","148335_fnca",90,0.35,0.75,0.1,-4.47748784364145,0.342857142857143,0.352857142857143,0.217061708022272,0.210688959292318,104,0.4,0.8,0.1,-7.86166999130797,0.340714285714286,0.311428571428571,0.209023084201912,0.197738147163907,0.3,0.375,"m1",3.38418214766651
"89","148032_fnca",105,0.45,0.2,0.1,-3.98243486901501,0.395,0.365714285714286,0.191093054823645,0.202488681097269,83,0.35,0.4,0.1,-5.57479510078328,0.32,0.301428571428571,0.225179830028643,0.19906591534103,0.4,0.35,"m1",1.59236023176828
"90","147737_fnca",126,0.5,0.6,0.1,-5.28369031334665,0.413571428571429,0.44,0.135965319462819,0.149697737941125,103,0.4,0.75,0.1,-12.7923916275903,0.288571428571429,0.29,0.21219092720395,0.201209379736534,0.275,0.589473684210526,"m1",7.50870131424361
"91","147030_fnca",132,NA,0.25,0.1,-3.96110919058328,0.1,0.102142857142857,0.193339748178535,0.194549051940623,85,0.35,0.5,0.1,-9.23915595930271,0.298571428571429,0.322857142857143,0.211689815750455,0.216696833620055,0.1,0,"m1",5.27804676871942
"92","146432_fnca",130,0.5,0.8,0.1,-3.90021626942924,0.432857142857143,0.444285714285714,0.138347178109863,0.145414428794478,91,0.35,0.8,0.1,-4.36438280793038,0.265,0.219285714285714,0.215507933274988,0.215980904102908,0.436842105263158,0.564705882352941,"m1",0.464166538501144
"93","146331_fnca",130,0.5,0.8,0.1,-5.28247497226607,0.435,0.423571428571429,0.156207459848391,0.140840355832069,61,0.25,0.6,0.1,-7.01455558673152,0.278571428571429,0.255714285714286,0.250883486798862,0.24237217913674,0.725,0.6,"m1",1.73208061446544
"94","145834_fnca",130,0.5,0.8,0.1,-4.83321124996277,0.459285714285714,0.392857142857143,0.153572276084176,0.147165358182204,101,0.4,0.65,0.1,-7.68060220529573,0.317857142857143,0.306428571428571,0.208154511620667,0.207257181681602,0.677777777777778,0.525,"m1",2.84739095533296
